0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Дата,Требования1,Требования1,Требования1,Требования1,Требования1,Требования1,Требования1,"Справочно: денежные средства, предоставленные Банком России по первым частям сделок репо2","Справочно: денежные средства, предоставленные Банком России по первым частям сделок репо2","Справочно: денежные средства, предоставленные Банком России по первым частям сделок репо2","Справочно: денежные средства, предоставленные Банком России по первым частям сделок репо2","Справочно: денежные средства, предоставленные Банком России по первым частям сделок репо2","Справочно: денежные средства, предоставленные Банком России по первым частям сделок репо2","Справочно: денежные средства, предоставленные Банком России по первым частям сделок репо2"
Дата,всего,по итогам аукционов,по итогам аукционов,по итогам аукционов,по итогам аукционов,по операциям постоянного действия,по операциям постоянного действия,всего,по итогам аукционов,по итогам аукционов,по итогам аукционов,по итогам аукционов,по операциям постоянного действия,по операциям постоянного действия
Дата,всего,ТН,ОСН,1 мес,1 год,ОМ3,ДМ,всего,ТН,ОСН,1 мес,1 год,ОМ3,ДМ
16.05.2024,"228 682,4",00,00,00,"226 545,0","2 137,4",00,"202 136,4",00,00,00,"200 000,0","2 136,4",00
15.05.2024,"342 049,5",00,00,00,"339 910,8","2 138,8",00,"302 137,8",00,00,00,"300 000,0","2 137,8",00
14.05.2024,"342 067,3",00,00,00,"339 928,7","2 138,6",00,"302 137,6",00,00,00,"300 000,0","2 137,6",00
13.05.2024,"342 066,9",00,00,00,"339 928,7","2 138,2",00,"302 133,2",00,00,00,"300 000,0","2 133,2",00
10.05.2024,"342 066,9",00,00,00,"339 928,7","2 138,2",00,"302 133,2",00,00,00,"300 000,0","2 133,2",00
08.05.2024,"342 071,9",00,00,00,"339 937,7","2 134,1",00,"302 133,1",00,00,00,"300 000,0","2 133,1",00
07.05.2024,"342 104,0",00,00,00,"339 967,5","2 136,5",00,"302 135,6",00,00,00,"300 000,0","2 135,6",00
06.05.2024,"355 537,8",00,00,00,"339 988,5","15 549,3",00,"315 527,7",00,00,00,"300 000,0","15 527,7",00
03.05.2024,"355 515,6",00,00,00,"339 988,5","15 527,1",00,"315 519,9",00,00,00,"300 000,0","15 519,9",00
02.05.2024,"395 831,7",00,00,00,"339 988,5","55 843,2",00,"355 713,8",00,00,00,"300 000,0","55 713,8",00
30.04.2024,"395 831,7",00,00,00,"339 988,5","55 843,2",00,"355 713,8",00,00,00,"300 000,0","55 713,8",00
29.04.2024,"395 875,9",00,00,00,"340 032,7","55 843,2",00,"355 713,8",00,00,00,"300 000,0","55 713,8",00
27.04.2024,"355 638,3",00,00,00,"340 032,7","15 605,6",00,"315 598,3",00,00,00,"300 000,0","15 598,3",00
26.04.2024,"356 454,7",00,00,00,"340 032,7","16 422,0",00,"316 414,4",00,00,00,"300 000,0","16 414,4",00
25.04.2024,"356 456,3",00,00,00,"340 042,9","16 413,4",00,"316 405,8",00,00,00,"300 000,0","16 405,8",00
24.04.2024,"356 449,7",00,00,00,"340 042,9","16 406,7",00,"316 399,1",00,00,00,"300 000,0","16 399,1",00
23.04.2024,"356 444,2",00,00,00,"340 042,9","16 401,3",00,"316 393,7",00,00,00,"300 000,0","16 393,7",00
22.04.2024,"356 439,5",00,00,00,"340 042,9","16 396,6",00,"316 373,8",00,00,00,"300 000,0","16 373,8",00
19.04.2024,"356 411,2",00,00,00,"340 042,9","16 368,3",00,"316 360,7",00,00,00,"300 000,0","16 360,7",00
18.04.2024,"356 411,0",00,00,00,"340 042,9","16 368,0",00,"316 360,4",00,00,00,"300 000,0","16 360,4",00
17.04.2024,"467 504,2",00,00,00,"451 144,9","16 359,3",00,"416 351,7",00,00,00,"400 000,0","16 351,7",00
16.04.2024,"467 495,5",00,00,00,"451 144,9","16 350,6",00,"416 343,0",00,00,00,"400 000,0","16 343,0",00
15.04.2024,"467 477,9",00,00,00,"451 144,9","16 333,0",00,"416 310,2",00,00,00,"400 000,0","16 310,2",00
12.04.2024,"467 504,9",00,00,00,"451 174,7","16 330,2",00,"416 322,6",00,00,00,"400 000,0","16 322,6",00
11.04.2024,"467 526,0",00,00,00,"451 174,7","16 351,3",00,"416 343,8",00,00,00,"400 000,0","16 343,8",00
10.04.2024,"467 522,0",00,00,00,"451 174,7","16 347,3",00,"416 339,7",00,00,00,"400 000,0","16 339,7",00
09.04.2024,"467 551,5",00,00,00,"451 184,7","16 366,8",00,"416 359,2",00,00,00,"400 000,0","16 359,2",00
08.04.2024,"468 078,9",00,00,00,"451 234,7","16 844,3",00,"416 820,8",00,00,00,"400 000,0","16 820,8",00
05.04.2024,"468 057,5",00,00,00,"451 234,7","16 822,8",00,"416 815,0",00,00,00,"400 000,0","16 815,0",00
04.04.2024,"468 560,4",00,00,00,"451 234,7","17 325,7",00,"417 317,7",00,00,00,"400 000,0","17 317,7",00
03.04.2024,"468 573,2",00,00,00,"451 272,9","17 300,3",00,"417 292,3",00,00,00,"400 000,0","17 292,3",00
02.04.2024,"468 635,7",00,00,00,"451 306,4","17 329,3",00,"417 321,2",00,00,00,"400 000,0","17 321,2",00
01.04.2024,"508 086,8",00,00,00,"451 306,4","56 780,4",00,"456 701,4",00,00,00,"400 000,0","56 701,4",00
29.03.2024,"468 602,8",00,00,00,"451 306,4","17 296,4",00,"417 288,4",00,00,00,"400 000,0","17 288,4",00
28.03.2024,"468 589,3",00,00,00,"451 306,4","17 282,9",00,"417 274,9",00,00,00,"400 000,0","17 274,9",00
27.03.2024,"468 560,8",00,00,00,"451 306,4","17 254,4",00,"417 246,4",00,00,00,"400 000,0","17 246,4",00
26.03.2024,"468 568,3",00,00,00,"451 306,4","17 262,0",00,"417 253,9",00,00,00,"400 000,0","17 253,9",00
25.03.2024,"468 337,7",00,00,00,"451 306,4","17 031,3",00,"417 007,6",00,00,00,"400 000,0","17 007,6",00
22.03.2024,"468 798,0",00,00,00,"451 344,7","17 453,3",00,"417 445,2",00,00,00,"400 000,0","17 445,2",00
21.03.2024,"468 931,9",00,00,00,"451 383,7","17 548,2",00,"417 540,1",00,00,00,"400 000,0","17 540,1",00
20.03.2024,"578 540,6",00,00,00,"560 997,5","17 543,1",00,"517 535,0",00,00,00,"500 000,0","17 535,0",00
19.03.2024,"578 591,9",00,00,00,"561 074,1","17 517,8",00,"517 509,7",00,00,00,"500 000,0","17 509,7",00
18.03.2024,"578 706,3",00,00,00,"561 216,2","17 490,1",00,"517 465,7",00,00,00,"500 000,0","17 465,7",00
15.03.2024,"578 688,0",00,00,00,"561 228,2","17 459,8",00,"517 451,7",00,00,00,"500 000,0","17 451,7",00
14.03.2024,"578 734,2",00,00,00,"561 280,5","17 453,7",00,"517 445,6",00,00,00,"500 000,0","17 445,6",00
13.03.2024,"578 751,8",00,00,00,"561 280,5","17 471,3",00,"517 463,2",00,00,00,"500 000,0","17 463,2",00
12.03.2024,"578 750,2",00,00,00,"561 280,5","17 469,7",00,"517 461,6",00,00,00,"500 000,0","17 461,6",00
11.03.2024,"578 773,1",00,00,00,"561 301,7","17 471,5",00,"517 439,1",00,00,00,"500 000,0","17 439,1",00
07.03.2024,"578 839,0",00,00,00,"561 399,4","17 439,6",00,"517 431,5",00,00,00,"500 000,0","17 431,5",00
06.03.2024,"579 031,1",00,00,00,"561 599,8","17 431,3",00,"517 423,2",00,00,00,"500 000,0","17 423,2",00
05.03.2024,"579 019,3",00,00,00,"561 610,6","17 408,7",00,"517 400,6",00,00,00,"500 000,0","17 400,6",00
04.03.2024,"579 022,7",00,00,00,"561 610,6","17 412,1",00,"517 387,8",00,00,00,"500 000,0","17 387,8",00
01.03.2024,"579 271,7",00,00,00,"561 610,6","17 661,1",00,"517 652,9",00,00,00,"500 000,0","17 652,9",00
29.02.2024,"579 326,2",00,00,00,"561 666,7","17 659,5",00,"517 651,3",00,00,00,"500 000,0","17 651,3",00
28.02.2024,"579 376,5",00,00,00,"561 666,7","17 709,9",00,"517 701,7",00,00,00,"500 000,0","17 701,7",00
27.02.2024,"579 375,7",00,00,00,"561 666,7","17 709,0",00,"517 700,8",00,00,00,"500 000,0","17 700,8",00
26.02.2024,"579 612,4",00,00,00,"561 666,7","17 945,8",00,"517 912,5",00,00,00,"500 000,0","17 912,5",00
22.02.2024,"579 657,8",00,00,00,"561 676,3","17 981,5",00,"517 973,1",00,00,00,"500 000,0","17 973,1",00
21.02.2024,"579 708,9",00,00,00,"561 737,7","17 971,1",00,"517 962,8",00,00,00,"500 000,0","17 962,8",00
20.02.2024,"579 715,6",00,00,00,"561 749,0","17 966,7",00,"517 958,3",00,00,00,"500 000,0","17 958,3",00
19.02.2024,"579 780,8",00,00,00,"561 802,9","17 977,9",00,"517 952,9",00,00,00,"500 000,0","17 952,9",00
16.02.2024,"579 776,5",00,00,00,"561 824,2","17 952,3",00,"517 944,0",00,00,00,"500 000,0","17 944,0",00
15.02.2024,"579 771,2",00,00,00,"561 824,2","17 947,0",00,"517 938,6",00,00,00,"500 000,0","17 938,6",00
14.02.2024,"689 351,2",00,00,00,"671 414,1","17 937,0",00,"617 928,7",00,00,00,"600 000,0","17 928,7",00
13.02.2024,"689 342,2",00,00,00,"671 414,1","17 928,1",00,"617 919,8",00,00,00,"600 000,0","17 919,8",00
12.02.2024,"689 337,8",00,00,00,"671 414,1","17 923,7",00,"617 898,7",00,00,00,"600 000,0","17 898,7",00
09.02.2024,"689 431,7",00,00,00,"671 528,0","17 903,8",00,"617 895,5",00,00,00,"600 000,0","17 895,5",00
08.02.2024,"689 429,9",00,00,00,"671 528,0","17 901,9",00,"617 893,6",00,00,00,"600 000,0","17 893,6",00
07.02.2024,"689 501,6",00,00,00,"671 599,8","17 901,8",00,"617 893,5",00,00,00,"600 000,0","17 893,5",00
06.02.2024,"689 597,1",00,00,00,"671 608,3","17 988,8",00,"617 980,5",00,00,00,"600 000,0","17 980,5",00
05.02.2024,"676 152,6",00,00,00,"671 662,2","4 490,3",00,"604 484,1",00,00,00,"600 000,0","4 484,1",00
02.02.2024,"676 148,6",00,00,00,"671 662,2","4 486,4",00,"604 484,3",00,00,00,"600 000,0","4 484,3",00
01.02.2024,"676 168,1",00,00,00,"671 662,2","4 505,9",00,"604 503,8",00,00,00,"600 000,0","4 503,8",00
31.01.2024,"676 568,3",00,00,00,"672 061,9","4 506,4",00,"604 504,3",00,00,00,"600 000,0","4 504,3",00
30.01.2024,"676 686,6",00,00,00,"672 061,9","4 624,7",00,"604 622,6",00,00,00,"600 000,0","4 622,6",00
29.01.2024,"676 685,8",00,00,00,"672 061,9","4 623,9",00,"604 617,5",00,00,00,"600 000,0","4 617,5",00
26.01.2024,"676 682,7",00,00,00,"672 061,9","4 620,8",00,"604 618,7",00,00,00,"600 000,0","4 618,7",00
25.01.2024,"677 015,2",00,00,00,"672 061,9","4 953,3",00,"604 951,0",00,00,00,"600 000,0","4 951,0",00
24.01.2024,"677 021,3",00,00,00,"672 061,9","4 959,4",00,"604 957,1",00,00,00,"600 000,0","4 957,1",00
23.01.2024,"678 004,0",00,00,00,"672 061,9","5 942,1",00,"605 939,3",00,00,00,"600 000,0","5 939,3",00
22.01.2024,"678 045,3",00,00,00,"672 061,9","5 983,4",00,"605 975,1",00,00,00,"600 000,0","5 975,1",00
19.01.2024,"678 615,5",00,00,00,"672 061,9","6 553,6",00,"606 550,5",00,00,00,"600 000,0","6 550,5",00
18.01.2024,"678 610,7",00,00,00,"672 061,9","6 548,9",00,"606 545,8",00,00,00,"600 000,0","6 545,8",00
17.01.2024,"890 894,6",00,00,"101 533,0","782 809,1","6 552,5",00,"806 549,5",00,00,"100 000,0","700 000,0","6 549,5",00
16.01.2024,"892 899,8",00,00,"101 533,0","782 809,1","8 557,8",00,"808 553,8",00,00,"100 000,0","700 000,0","8 553,8",00
15.01.2024,"892 904,0",00,00,"101 533,0","782 809,1","8 561,9",00,"808 550,0",00,00,"100 000,0","700 000,0","8 550,0",00
12.01.2024,"893 022,3",00,00,"101 533,0","782 931,4","8 557,8",00,"808 553,9",00,00,"100 000,0","700 000,0","8 553,9",00
11.01.2024,"894 969,2",00,00,"101 533,0","782 931,4","10 504,8",00,"810 499,9",00,00,"100 000,0","700 000,0","10 499,9",00
10.01.2024,"897 058,0",00,00,"101 533,0","783 032,1","12 491,9",10,"812 487,1",00,00,"100 000,0","700 000,0","12 486,1",10
09.01.2024,"895 790,9",00,00,"101 533,0","783 032,1","11 225,8",00,"811 168,7",00,00,"100 000,0","700 000,0","11 168,7",00
08.01.2024,"895 790,9",00,00,"101 533,0","783 032,1","11 225,8",00,"811 168,7",00,00,"100 000,0","700 000,0","11 168,7",00
05.01.2024,"895 790,9",00,00,"101 533,0","783 032,1","11 225,8",00,"811 168,7",00,00,"100 000,0","700 000,0","11 168,7",00
04.01.2024,"895 790,9",00,00,"101 533,0","783 032,1","11 225,8",00,"811 168,7",00,00,"100 000,0","700 000,0","11 168,7",00
03.01.2024,"895 790,9",00,00,"101 533,0","783 032,1","11 225,8",00,"811 168,7",00,00,"100 000,0","700 000,0","11 168,7",00
29.12.2023,"893 943,8",00,00,"101 533,0","783 032,1","9 378,8",00,"809 374,4",00,00,"100 000,0","700 000,0","9 374,4",00
28.12.2023,"893 804,9",00,00,"101 533,0","783 065,4","9 206,5",00,"809 202,2",00,00,"100 000,0","700 000,0","9 202,2",00
27.12.2023,"893 228,3",00,00,"101 533,0","783 065,4","8 629,9",00,"808 625,9",00,00,"100 000,0","700 000,0","8 625,9",00
26.12.2023,"893 231,3",00,00,"101 533,0","783 065,4","8 632,8",00,"808 628,8",00,00,"100 000,0","700 000,0","8 628,8",00
25.12.2023,"896 328,2",00,00,"101 533,0","783 065,4","11 729,7",00,"811 713,4",00,00,"100 000,0","700 000,0","11 713,4",00
22.12.2023,"894 559,1",00,00,"101 533,0","783 065,4","9 960,7",00,"809 956,1",00,00,"100 000,0","700 000,0","9 956,1",00
21.12.2023,"896 057,8",00,00,"101 533,0","783 065,4","11 459,3",00,"811 454,0",00,00,"100 000,0","700 000,0","11 454,0",00
20.12.2023,"898 864,6",00,00,"101 533,0","783 065,4","14 266,2",00,"814 259,5",00,00,"100 000,0","700 000,0","14 259,5",00
19.12.2023,"900 437,1",00,00,"101 533,0","783 065,4","15 838,7",00,"815 831,3",00,00,"100 000,0","700 000,0","15 831,3",00
18.12.2023,"957 917,4",00,00,"101 450,9","780 766,6","75 699,9",00,"875 600,4",00,00,"100 000,0","700 000,0","75 600,4",00
15.12.2023,"997 869,7",00,00,"101 450,9","780 766,6","115 652,1",00,"915 601,4",00,00,"100 000,0","700 000,0","115 601,4",00
14.12.2023,"1 037 884,7",00,00,"101 450,9","780 766,6","155 667,1",00,"955 598,9",00,00,"100 000,0","700 000,0","155 598,9",00
13.12.2023,"1 000 434,6",00,00,"101 163,1","890 666,4","8 605,2",00,"908 601,4",00,00,"100 000,0","800 000,0","8 601,4",00
12.12.2023,"1 000 674,9",00,00,"101 163,1","890 767,2","8 744,7",00,"908 740,8",00,00,"100 000,0","800 000,0","8 740,8",00
11.12.2023,"991 930,3",00,00,"101 163,1","890 767,2",00,00,"900 000,0",00,00,"100 000,0","800 000,0",00,00
08.12.2023,"1 000 537,9",00,00,"101 163,1","890 777,5","8 597,3",00,"908 593,5",00,00,"100 000,0","800 000,0","8 593,5",00
07.12.2023,"1 000 544,6",00,00,"101 163,1","890 777,5","8 604,0",00,"908 600,3",00,00,"100 000,0","800 000,0","8 600,2",00
06.12.2023,"1 000 801,0",00,00,"101 163,1","890 884,9","8 753,1",00,"908 749,2",00,00,"100 000,0","800 000,0","8 749,2",00
05.12.2023,"992 326,6",00,00,"101 163,1","891 063,5",1000,00,"900 100,0",00,00,"100 000,0","800 000,0",1000,00
04.12.2023,"992 298,1",00,00,"101 163,1","891 135,1",00,00,"900 000,0",00,00,"100 000,0","800 000,0",00,00
01.12.2023,"992 579,6",00,00,"101 163,1","891 135,1",2815,00,"900 281,3",00,00,"100 000,0","800 000,0",2813,00
30.11.2023,"992 299,1",00,00,"101 163,1","891 135,1",10,00,"900 001,0",00,00,"100 000,0","800 000,0",10,00
29.11.2023,"992 321,1",00,00,"101 163,1","891 158,0",00,00,"900 000,0",00,00,"100 000,0","800 000,0",00,00
28.11.2023,"992 321,1",00,00,"101 163,1","891 158,0",00,00,"900 000,0",00,00,"100 000,0","800 000,0",00,00
27.11.2023,"992 321,1",00,00,"101 163,1","891 158,0",00,00,"900 000,0",00,00,"100 000,0","800 000,0",00,00
24.11.2023,"992 326,1",00,00,"101 163,1","891 158,0",50,00,"900 005,0",00,00,"100 000,0","800 000,0",50,00
23.11.2023,"992 399,5",00,00,"101 163,1","891 226,4",100,00,"900 010,0",00,00,"100 000,0","800 000,0",100,00
22.11.2023,"992 389,5",00,00,"101 163,1","891 226,4",00,00,"900 000,0",00,00,"100 000,0","800 000,0",00,00
21.11.2023,"992 390,5",00,00,"101 163,1","891 226,4",00,10,"900 001,0",00,00,"100 000,0","800 000,0",00,10
20.11.2023,"992 390,5",00,00,"101 163,1","891 226,4",00,10,"900 001,0",00,00,"100 000,0","800 000,0",00,10
17.11.2023,"992 389,5",00,00,"101 163,1","891 226,4",00,00,"900 000,0",00,00,"100 000,0","800 000,0",00,00
16.11.2023,"992 389,5",00,00,"101 163,1","891 226,4",00,00,"900 000,0",00,00,"100 000,0","800 000,0",00,00
15.11.2023,"1 099 666,3",00,00,"101 348,7","998 317,6",00,00,"1 000 000,0",00,00,"100 000,0","900 000,0",00,00
14.11.2023,"1 099 858,6",00,00,"101 348,7","998 509,9",00,00,"1 000 000,0",00,00,"100 000,0","900 000,0",00,00
13.11.2023,"1 099 858,6",00,00,"101 348,7","998 509,9",00,00,"1 000 000,0",00,00,"100 000,0","900 000,0",00,00
10.11.2023,"1 099 859,6",00,00,"101 348,7","998 509,9",10,00,"1 000 001,0",00,00,"100 000,0","900 000,0",10,00
09.11.2023,"1 099 888,3",00,00,"101 348,7","998 539,6",00,00,"1 000 000,0",00,00,"100 000,0","900 000,0",00,00
08.11.2023,"1 099 888,3",00,00,"101 348,7","998 539,6",00,00,"1 000 000,0",00,00,"100 000,0","900 000,0",00,00
07.11.2023,"1 103 884,8",00,00,"101 348,7","998 539,6","3 996,5",00,"1 003 989,5",00,00,"100 000,0","900 000,0","3 989,5",00
03.11.2023,"1 099 888,3",00,00,"101 348,7","998 539,6",00,00,"1 000 000,0",00,00,"100 000,0","900 000,0",00,00
02.11.2023,"1 099 888,3",00,00,"101 348,7","998 539,6",00,00,"1 000 000,0",00,00,"100 000,0","900 000,0",00,00
01.11.2023,"1 100 166,1",00,00,"101 348,7","998 539,6",2777,00,"1 000 277,6",00,00,"100 000,0","900 000,0",2776,00
31.10.2023,"1 102 558,5",00,00,"101 348,7","998 696,6","2 513,2",00,"1 002 512,1",00,00,"100 000,0","900 000,0","2 512,1",00
30.10.2023,"1 094 197,8",00,00,"101 261,0","992 106,6",8302,00,"1 000 829,2",00,00,"100 000,0","900 000,0",8292,00
27.10.2023,"1 093 367,6",00,00,"101 261,0","992 106,6",00,00,"1 000 000,0",00,00,"100 000,0","900 000,0",00,00
26.10.2023,"1 094 128,2",00,00,"101 261,0","992 106,6",7606,00,"1 000 760,3",00,00,"100 000,0","900 000,0",7603,00
25.10.2023,"1 094 164,2",00,00,"101 261,0","992 139,5",7596,40,"1 000 763,3",00,00,"100 000,0","900 000,0",7593,40
24.10.2023,"1 094 141,9",00,00,"101 261,0","992 139,5",7414,00,"1 000 741,1",00,00,"100 000,0","900 000,0",7411,00
23.10.2023,"1 093 400,6",00,00,"101 261,0","992 139,5",00,00,"1 000 000,0",00,00,"100 000,0","900 000,0",00,00
20.10.2023,"1 093 435,8",00,00,"101 261,0","992 174,8",00,00,"1 000 000,0",00,00,"100 000,0","900 000,0",00,00
19.10.2023,"1 094 717,1",00,00,"101 261,0","992 318,0","1 138,0",00,"1 001 137,6",00,00,"100 000,0","900 000,0","1 137,6",00
18.10.2023,"1 093 839,2",00,00,"101 261,0","992 318,0",2601,00,"1 000 260,0",00,00,"100 000,0","900 000,0",2600,00
17.10.2023,"1 153 162,9",00,00,"101 261,0","992 318,0","59 583,8",00,"1 059 561,0",00,00,"100 000,0","900 000,0","59 561,0",00
16.10.2023,"1 209 951,9",00,00,"101 261,0","992 318,0","116 372,9",—,"1 116 239,1",00,00,"100 000,0","900 000,0","116 239,1",—
13.10.2023,"1 323 127,2",00,00,"101 261,0","992 318,0","229 548,2",—,"1 229 460,1",00,00,"100 000,0","900 000,0","229 460,1",—
12.10.2023,"1 093 579,1",00,00,"101 261,0","992 318,0",00,—,"1 000 000,0",00,00,"100 000,0","900 000,0",00,—
11.10.2023,"1 201 939,7",00,00,"101 003,5","1 100 936,2",00,—,"1 100 000,0",00,00,"100 000,0","1 000 000,0",00,—
10.10.2023,"1 201 961,7",00,00,"101 003,5","1 100 958,2",00,—,"1 100 000,0",00,00,"100 000,0","1 000 000,0",00,—
09.10.2023,"1 202 128,8",00,00,"101 003,5","1 101 125,3",00,—,"1 100 000,0",00,00,"100 000,0","1 000 000,0",00,—
06.10.2023,"1 202 128,8",00,00,"101 003,5","1 101 125,3",00,—,"1 100 000,0",00,00,"100 000,0","1 000 000,0",00,—
05.10.2023,"1 202 128,8",00,00,"101 003,5","1 101 125,3",00,—,"1 100 000,0",00,00,"100 000,0","1 000 000,0",00,—
04.10.2023,"1 202 473,1",00,00,"101 003,5","1 101 469,6",00,—,"1 100 000,0",00,00,"100 000,0","1 000 000,0",00,—
03.10.2023,"1 202 579,4",00,00,"101 003,5","1 101 575,9",00,—,"1 100 000,0",00,00,"100 000,0","1 000 000,0",00,—
02.10.2023,"1 202 915,6",00,00,"101 003,5","1 101 661,0",2511,—,"1 100 250,8",00,00,"100 000,0","1 000 000,0",2508,—
29.09.2023,"1 202 946,3",00,00,"101 003,5","1 101 942,8",00,—,"1 100 000,0",00,00,"100 000,0","1 000 000,0",00,—
28.09.2023,"1 202 955,8",00,00,"101 003,5","1 101 952,3",00,—,"1 100 000,0",00,00,"100 000,0","1 000 000,0",00,—
27.09.2023,"1 203 135,6",00,00,"101 003,5","1 102 132,1",00,—,"1 100 000,0",00,00,"100 000,0","1 000 000,0",00,—
26.09.2023,"1 203 225,1",00,00,"101 003,5","1 102 221,6",00,—,"1 100 000,0",00,00,"100 000,0","1 000 000,0",00,—
25.09.2023,"1 203 225,1",00,00,"101 003,5","1 102 221,6",00,—,"1 100 000,0",00,00,"100 000,0","1 000 000,0",00,—
22.09.2023,"1 203 258,8",00,00,"101 003,5","1 102 255,2",00,—,"1 100 000,0",00,00,"100 000,0","1 000 000,0",00,—
21.09.2023,"1 203 647,5",00,00,"101 003,5","1 102 255,2",3887,—,"1 100 388,6",00,00,"100 000,0","1 000 000,0",3886,—
20.09.2023,"1 203 772,4",00,00,"101 003,5","1 102 255,2",5137,—,"1 100 513,5",00,00,"100 000,0","1 000 000,0",5135,—
19.09.2023,"1 203 772,3",00,00,"101 003,5","1 102 255,2",5136,—,"1 100 513,4",00,00,"100 000,0","1 000 000,0",5134,—
18.09.2023,"1 495 692,7",00,00,"100 940,5","1 097 797,9","296 954,3",—,"1 396 637,3",00,00,"100 000,0","1 000 000,0","296 637,3",—
15.09.2023,"1 431 124,2",00,00,"100 940,5","1 097 797,9","232 385,8",—,"1 332 303,1",00,00,"100 000,0","1 000 000,0","232 303,1",—
14.09.2023,"1 439 657,0",00,00,"100 940,5","1 097 797,9","240 918,6",—,"1 340 832,8",00,00,"100 000,0","1 000 000,0","240 832,8",—
13.09.2023,"1 306 615,1",00,00,"100 935,3","1 205 679,8",00,—,"1 200 000,0",00,00,"100 000,0","1 100 000,0",00,—
12.09.2023,"1 306 642,9",00,00,"100 935,3","1 205 707,6",00,—,"1 200 000,0",00,00,"100 000,0","1 100 000,0",00,—
11.09.2023,"1 307 060,1",00,00,"100 935,3","1 205 707,6",4172,—,"1 200 416,8",00,00,"100 000,0","1 100 000,0",4168,—
08.09.2023,"1 307 944,5",00,00,"100 935,3","1 206 116,1",8930,—,"1 200 892,7",00,00,"100 000,0","1 100 000,0",8927,—
07.09.2023,"1 309 195,2",00,00,"100 935,3","1 206 396,9","1 863,0",—,"1 201 862,4",00,00,"100 000,0","1 100 000,0","1 862,4",—
06.09.2023,"1 309 341,6",00,00,"100 935,3","1 206 561,1","1 845,2",—,"1 201 844,6",00,00,"100 000,0","1 100 000,0","1 844,6",—
05.09.2023,"1 308 125,7",00,00,"100 935,3","1 206 679,4",5110,—,"1 200 510,8",00,00,"100 000,0","1 100 000,0",5108,—
04.09.2023,"1 307 633,4",00,00,"100 935,3","1 206 698,1",00,—,"1 200 000,0",00,00,"100 000,0","1 100 000,0",00,—
01.09.2023,"1 307 658,1",00,00,"100 935,3","1 206 722,8",00,—,"1 200 000,0",00,00,"100 000,0","1 100 000,0",00,—
31.08.2023,"1 307 658,1",00,00,"100 935,3","1 206 722,8",00,—,"1 200 000,0",00,00,"100 000,0","1 100 000,0",00,—
30.08.2023,"1 307 674,7",00,00,"100 935,3","1 206 739,4",00,—,"1 200 000,0",00,00,"100 000,0","1 100 000,0",00,—
29.08.2023,"1 308 286,0",00,00,"100 935,3","1 206 749,7",6010,—,"1 200 600,7",00,00,"100 000,0","1 100 000,0",6007,—
28.08.2023,"1 308 440,1",00,00,"100 935,3","1 206 905,6",5992,—,"1 200 598,5",00,00,"100 000,0","1 100 000,0",5985,—
25.08.2023,"1 308 474,9",00,00,"100 935,3","1 206 940,7",5989,—,"1 200 598,7",00,00,"100 000,0","1 100 000,0",5987,—
24.08.2023,"1 308 808,4",00,00,"100 935,3","1 207 034,1",8390,—,"1 200 838,7",00,00,"100 000,0","1 100 000,0",8387,—
23.08.2023,"1 308 566,3",00,00,"100 935,3","1 207 034,1",5969,—,"1 200 596,7",00,00,"100 000,0","1 100 000,0",5967,—
22.08.2023,"1 309 752,8",00,00,"100 935,3","1 207 034,1","1 783,3",—,"1 201 782,7",00,00,"100 000,0","1 100 000,0","1 782,7",—
21.08.2023,"1 311 021,1",00,00,"100 935,3","1 207 034,1","3 051,6",—,"1 203 048,4",00,00,"100 000,0","1 100 000,0","3 048,4",—
18.08.2023,"1 310 671,6",00,00,"100 935,3","1 207 034,1","2 702,1",—,"1 202 701,2",00,00,"100 000,0","1 100 000,0","2 701,2",—
17.08.2023,"1 311 083,0",00,00,"100 935,3","1 207 034,1","3 113,6",—,"1 203 112,5",00,00,"100 000,0","1 100 000,0","3 112,5",—
16.08.2023,"1 310 913,1",00,00,"100 660,2","1 207 152,4","3 100,5",—,"1 203 109,4",00,00,"100 000,0","1 100 010,0","3 099,4",—
15.08.2023,"1 766 721,4",00,00,"100 650,6","1 188 129,4","477 941,3",—,"1 677 827,0",00,00,"100 000,0","1 100 010,0","477 817,0",—
14.08.2023,"1 290 353,1",00,00,"100 650,6","1 188 158,7","1 543,8",—,"1 201 552,6",00,00,"100 000,0","1 100 010,0","1 542,6",—
11.08.2023,"1 289 414,5",00,00,"100 650,6","1 188 249,0",5149,—,"1 200 524,8",00,00,"100 000,0","1 100 010,0",5148,—
10.08.2023,"1 293 608,6",00,00,"100 650,6","1 188 349,7","4 608,2",—,"1 204 617,0",00,00,"100 000,0","1 100 010,0","4 607,0",—
09.08.2023,"1 292 628,8",00,00,"100 650,6","1 188 447,0","3 531,3",—,"1 203 540,3",00,00,"100 000,0","1 100 010,0","3 530,3",—
08.08.2023,"1 294 083,5",00,00,"100 650,6","1 188 466,8","4 966,1",—,"1 204 974,8",00,00,"100 000,0","1 100 010,0","4 964,8",—
07.08.2023,"1 293 744,3",00,00,"100 650,6","1 188 497,4","4 596,3",—,"1 204 602,7",00,00,"100 000,0","1 100 010,0","4 592,7",—
04.08.2023,"1 293 237,4",00,00,"100 650,6","1 188 509,1","4 077,7",—,"1 204 086,6",00,00,"100 000,0","1 100 010,0","4 076,6",—
