0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Дата,Требования1,Требования1,Требования1,Требования1,Требования1,Требования1,Требования1,"Справочно: денежные средства, предоставленные Банком России по первым частям сделок репо2","Справочно: денежные средства, предоставленные Банком России по первым частям сделок репо2","Справочно: денежные средства, предоставленные Банком России по первым частям сделок репо2","Справочно: денежные средства, предоставленные Банком России по первым частям сделок репо2","Справочно: денежные средства, предоставленные Банком России по первым частям сделок репо2","Справочно: денежные средства, предоставленные Банком России по первым частям сделок репо2","Справочно: денежные средства, предоставленные Банком России по первым частям сделок репо2"
Дата,всего,по итогам аукционов,по итогам аукционов,по итогам аукционов,по итогам аукционов,по операциям постоянного действия,по операциям постоянного действия,всего,по итогам аукционов,по итогам аукционов,по итогам аукционов,по итогам аукционов,по операциям постоянного действия,по операциям постоянного действия
Дата,всего,ТН,ОСН,1 мес,1 год,ОМ3,ДМ,всего,ТН,ОСН,1 мес,1 год,ОМ3,ДМ
03.08.2023,"1 292 764,2",00,00,"100 650,6","1 188 509,1","3 604,5",—,"1 203 613,5",00,00,"100 000,0","1 100 010,0","3 603,5",—
02.08.2023,"1 292 802,6",00,00,"100 650,6","1 189 153,6","2 998,5",—,"1 203 007,7",00,00,"100 000,0","1 100 010,0","2 997,7",—
01.08.2023,"1 292 782,1",00,00,"100 650,6","1 189 153,6","2 977,9",—,"1 202 987,2",00,00,"100 000,0","1 100 010,0","2 977,2",—
31.07.2023,"1 292 844,0",00,00,"100 650,6","1 189 245,9","2 947,4",—,"1 202 955,1",00,00,"100 000,0","1 100 010,0","2 945,1",—
28.07.2023,"1 292 844,7",00,00,"100 650,6","1 189 245,9","2 948,1",—,"1 202 957,3",00,00,"100 000,0","1 100 010,0","2 947,3",—
27.07.2023,"1 292 045,3",00,00,"100 650,6","1 189 245,9","2 148,8",—,"1 202 158,2",00,00,"100 000,0","1 100 010,0","2 148,2",—
26.07.2023,"1 291 233,3",00,00,"100 650,6","1 189 245,9","1 336,7",—,"1 201 346,4",00,00,"100 000,0","1 100 010,0","1 336,4",—
25.07.2023,"1 291 708,4",00,00,"100 650,6","1 189 245,9","1 811,8",—,"1 201 821,3",00,00,"100 000,0","1 100 010,0","1 811,3",—
24.07.2023,"1 517 040,4",00,00,"100 587,6","1 183 063,7","233 389,1",—,"1 433 236,1",00,00,"100 000,0","1 100 010,0","233 226,1",—
21.07.2023,"1 284 374,6",00,00,"100 587,6","1 183 075,4",7116,—,"1 200 721,5",00,00,"100 000,0","1 100 010,0",7115,—
20.07.2023,"1 284 472,1",00,00,"100 587,6","1 183 177,0",7075,—,"1 200 717,4",00,00,"100 000,0","1 100 010,0",7074,—
19.07.2023,"1 377 904,9",00,00,"301 749,0","1 076 155,8",00,—,"1 301 030,0",00,00,"300 000,0","1 001 030,0",00,—
18.07.2023,"1 380 228,9",00,00,"301 749,0","1 076 219,2","2 260,7",—,"1 303 290,1",00,00,"300 000,0","1 001 030,0","2 260,1",—
17.07.2023,"1 380 059,4",00,00,"301 749,0","1 076 219,2","2 091,1",—,"1 303 119,7",00,00,"300 000,0","1 001 030,0","2 089,7",—
14.07.2023,"1 380 450,4",00,00,"301 749,0","1 076 219,2","2 482,1",—,"1 303 511,6",00,00,"300 000,0","1 001 030,0","2 481,6",—
13.07.2023,"1 380 454,8",00,00,"301 749,0","1 076 227,3","2 478,5",—,"1 303 507,9",00,00,"300 000,0","1 001 030,0","2 477,9",—
12.07.2023,"1 378 924,4",00,00,"301 749,0","1 076 327,5",8479,—,"1 301 877,7",00,00,"300 000,0","1 001 030,0",8477,—
11.07.2023,"1 379 187,6",00,00,"301 749,0","1 076 395,8","1 042,7",—,"1 302 072,5",00,00,"300 000,0","1 001 030,0","1 042,5",—
10.07.2023,"1 379 392,6",00,00,"301 749,0","1 076 395,8","1 247,8",—,"1 302 276,9",00,00,"300 000,0","1 001 030,0","1 246,9",—
07.07.2023,"1 379 685,1",00,00,"301 749,0","1 076 395,8","1 540,2",—,"1 302 569,8",00,00,"300 000,0","1 001 030,0","1 539,8",—
06.07.2023,"1 378 152,3",00,00,"301 749,0","1 076 403,3",00,—,"1 301 030,0",00,00,"300 000,0","1 001 030,0",00,—
05.07.2023,"1 379 162,1",00,00,"301 749,0","1 076 403,3","1 009,8",—,"1 302 039,5",00,00,"300 000,0","1 001 030,0","1 009,5",—
04.07.2023,"1 379 706,1",00,00,"301 749,0","1 076 413,6","1 543,5",—,"1 302 573,1",00,00,"300 000,0","1 001 030,0","1 543,1",—
03.07.2023,"1 379 777,7",00,00,"301 749,0","1 076 508,7","1 520,0",—,"1 302 548,9",00,00,"300 000,0","1 001 030,0","1 518,9",—
30.06.2023,"1 378 308,3",00,00,"301 749,0","1 076 559,2",01,—,"1 301 030,1",00,00,"300 000,0","1 001 030,0",01,—
29.06.2023,"1 378 612,2",00,00,"301 749,0","1 076 559,2",3040,—,"1 301 333,9",00,00,"300 000,0","1 001 030,0",3039,—
28.06.2023,"1 379 696,5",00,00,"301 749,0","1 076 559,2","1 388,3",—,"1 302 418,0",00,00,"300 000,0","1 001 030,0","1 388,0",—
27.06.2023,"1 379 916,5",00,00,"301 749,0","1 076 559,2","1 608,3",—,"1 302 637,9",00,00,"300 000,0","1 001 030,0","1 607,9",—
26.06.2023,"1 379 468,3",00,00,"301 749,0","1 076 559,2","1 160,1",—,"1 302 189,3",00,00,"300 000,0","1 001 030,0","1 159,3",—
23.06.2023,"1 378 379,7",00,00,"301 749,0","1 076 630,7",00,—,"1 301 030,0",00,00,"300 000,0","1 001 030,0",00,—
22.06.2023,"1 378 387,6",00,00,"301 749,0","1 076 638,5",00,—,"1 301 030,0",00,00,"300 000,0","1 001 030,0",00,—
21.06.2023,"1 472 625,8",00,00,"503 643,8","968 982,0",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
20.06.2023,"1 473 357,1",00,00,"503 643,8","969 011,4",7019,—,"1 401 765,2",00,00,"500 000,0","901 063,5",7017,—
19.06.2023,"1 473 359,8",00,00,"503 643,8","969 011,4",7045,—,"1 401 767,5",00,00,"500 000,0","901 063,5",7040,—
16.06.2023,"1 472 655,3",00,00,"503 643,8","969 011,4",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
15.06.2023,"1 472 655,3",00,00,"503 643,8","969 011,4",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
14.06.2023,"1 472 655,3",00,00,"503 643,8","969 011,4",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
13.06.2023,"1 474 314,2",00,00,"503 643,8","969 011,4","1 659,0",—,"1 402 720,9",00,00,"500 000,0","901 063,5","1 657,4",—
09.06.2023,"1 472 655,3",00,00,"503 643,8","969 011,4",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
08.06.2023,"1 472 655,3",00,00,"503 643,8","969 011,4",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
07.06.2023,"1 472 655,3",00,00,"503 643,8","969 011,4",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
06.06.2023,"1 472 655,3",00,00,"503 643,8","969 011,4",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
05.06.2023,"1 472 655,3",00,00,"503 643,8","969 011,4",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
02.06.2023,"1 472 753,8",00,00,"503 643,8","969 110,0",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
01.06.2023,"1 472 753,8",00,00,"503 643,8","969 110,0",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
31.05.2023,"1 472 753,8",00,00,"503 643,8","969 110,0",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
30.05.2023,"1 472 754,7",00,00,"503 643,8","969 110,0",08,—,"1 401 064,3",00,00,"500 000,0","901 063,5",08,—
29.05.2023,"1 472 753,8",00,00,"503 643,8","969 110,0",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
26.05.2023,"1 472 753,8",00,00,"503 643,8","969 110,0",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
25.05.2023,"1 472 753,8",00,00,"503 643,8","969 110,0",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
24.05.2023,"1 472 753,8",00,00,"503 643,8","969 110,0",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
23.05.2023,"1 472 753,8",00,00,"503 643,8","969 110,0",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
22.05.2023,"1 472 753,8",00,00,"503 643,8","969 110,0",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
19.05.2023,"1 472 753,8",00,00,"503 643,8","969 110,0",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
18.05.2023,"1 472 753,8",00,00,"503 643,8","969 110,0",00,—,"1 401 063,5",00,00,"500 000,0","901 063,5",00,—
17.05.2023,"1 718 628,0",00,00,"856 439,8","862 188,2",00,—,"1 653 732,0",00,00,"851 475,6","802 256,3",00,—
16.05.2023,"1 718 628,0",00,00,"856 439,8","862 188,2",00,—,"1 653 732,0",00,00,"851 475,6","802 256,3",00,—
15.05.2023,"1 718 628,0",00,00,"856 439,8","862 188,2",00,—,"1 653 732,0",00,00,"851 475,6","802 256,3",00,—
12.05.2023,"1 718 628,0",00,00,"856 439,8","862 188,2",00,—,"1 653 732,0",00,00,"851 475,6","802 256,3",00,—
11.05.2023,"1 718 628,0",00,00,"856 439,8","862 188,2",00,—,"1 653 732,0",00,00,"851 475,6","802 256,3",00,—
10.05.2023,"1 719 629,2",00,00,"856 439,8","862 188,2","1 001,2",—,"1 654 732,0",00,00,"851 475,6","802 256,3","1 000,0",—
08.05.2023,"1 719 629,2",00,00,"856 439,8","862 188,2","1 001,2",00,"1 654 732,0",00,00,"851 475,6","802 256,3","1 000,0",00
05.05.2023,"1 718 628,0",00,00,"856 439,8","862 188,2",00,—,"1 653 732,0",00,00,"851 475,6","802 256,3",00,—
04.05.2023,"1 718 628,0",00,00,"856 439,8","862 188,2",00,—,"1 653 732,0",00,00,"851 475,6","802 256,3",00,—
03.05.2023,"1 724 294,9",00,00,"856 439,8","862 188,2","5 666,8",—,"1 659 397,5",00,00,"851 475,6","802 256,3","5 665,5",—
02.05.2023,"1 722 701,7",00,00,"856 439,8","862 188,2","4 073,7",—,"1 657 801,8",00,00,"851 475,6","802 256,3","4 069,9",—
28.04.2023,"1 718 628,0",00,00,"856 439,8","862 188,2",00,—,"1 653 732,0",00,00,"851 475,6","802 256,3",00,—
27.04.2023,"1 725 951,6",00,00,"856 439,8","862 188,2","7 323,5",—,"1 661 053,8",00,00,"851 475,6","802 256,3","7 321,8",—
26.04.2023,"1 725 934,9",00,00,"856 439,8","862 188,2","7 306,9",—,"1 661 037,2",00,00,"851 475,6","802 256,3","7 305,2",—
25.04.2023,"1 725 944,2",00,00,"856 439,8","862 188,2","7 316,2",—,"1 661 046,4",00,00,"851 475,6","802 256,3","7 314,5",—
24.04.2023,"1 725 952,2",00,00,"856 439,8","862 188,2","7 324,1",—,"1 661 051,0",00,00,"851 475,6","802 256,3","7 319,0",—
21.04.2023,"1 726 237,5",00,00,"856 439,8","862 188,2","7 609,4",—,"1 661 339,6",00,00,"851 475,6","802 256,3","7 607,6",—
20.04.2023,"1 726 234,3",00,00,"856 439,8","862 188,2","7 606,3",—,"1 661 336,5",00,00,"851 475,6","802 256,3","7 604,5",—
19.04.2023,"1 769 809,5",00,00,"1 005 830,1","759 114,9","4 864,5",—,"1 714 160,0",00,00,"1 000 000,0","709 296,7","4 863,3",—
18.04.2023,"1 772 735,0",00,00,"1 005 830,1","759 115,4","7 789,5",—,"1 717 084,4",00,00,"1 000 000,0","709 296,7","7 787,7",—
17.04.2023,"1 772 743,4",00,00,"1 005 830,1","759 115,4","7 797,9",—,"1 717 089,1",00,00,"1 000 000,0","709 296,7","7 792,4",—
14.04.2023,"1 772 772,3",00,00,"1 005 830,1","759 115,4","7 826,8",—,"1 717 121,6",00,00,"1 000 000,0","709 296,7","7 825,0",—
13.04.2023,"1 772 781,2",00,00,"1 005 830,1","759 122,7","7 828,3",—,"1 717 123,2",00,00,"1 000 000,0","709 296,7","7 826,5",—
12.04.2023,"1 768 792,8",00,00,"1 005 830,1","759 228,9","3 733,8",—,"1 713 029,6",00,00,"1 000 000,0","709 296,7","3 732,9",—
11.04.2023,"1 772 896,0",00,00,"1 005 830,1","759 228,9","7 837,0",—,"1 717 131,8",00,00,"1 000 000,0","709 296,7","7 835,2",—
10.04.2023,"1 773 055,4",00,00,"1 005 830,1","759 428,3","7 796,9",—,"1 717 088,1",00,00,"1 000 000,0","709 296,7","7 791,5",—
07.04.2023,"1 772 992,4",00,00,"1 005 830,1","759 428,3","7 734,0",—,"1 717 028,8",00,00,"1 000 000,0","709 296,7","7 732,2",—
06.04.2023,"1 773 068,4",00,00,"1 005 830,1","759 512,1","7 726,2",—,"1 717 021,1",00,00,"1 000 000,0","709 296,7","7 724,4",—
05.04.2023,"1 773 257,1",00,00,"1 005 830,1","759 813,9","7 613,0",—,"1 716 907,9",00,00,"1 000 000,0","709 296,7","7 611,2",—
04.04.2023,"1 773 219,3",00,00,"1 005 830,1","759 813,9","7 575,3",—,"1 716 870,2",00,00,"1 000 000,0","709 296,7","7 573,5",—
03.04.2023,"1 773 210,1",00,00,"1 005 830,1","759 813,9","7 566,0",—,"1 716 857,4",00,00,"1 000 000,0","709 296,7","7 560,8",—
31.03.2023,"1 772 458,3",00,00,"1 005 830,1","759 813,9","6 814,2",—,"1 716 109,3",00,00,"1 000 000,0","709 296,7","6 812,6",—
30.03.2023,"1 767 867,2",00,00,"1 005 830,1","759 813,9","2 223,2",—,"1 711 519,3",00,00,"1 000 000,0","709 296,7","2 222,6",—
29.03.2023,"1 765 966,4",00,00,"1 005 830,1","760 036,2",1000,—,"1 709 396,7",00,00,"1 000 000,0","709 296,7",1000,—
28.03.2023,"1 765 866,4",00,00,"1 005 830,1","760 036,2",00,—,"1 709 296,7",00,00,"1 000 000,0","709 296,7",00,—
27.03.2023,"1 765 866,4",00,00,"1 005 830,1","760 036,2",00,—,"1 709 296,7",00,00,"1 000 000,0","709 296,7",00,—
24.03.2023,"1 765 866,4",00,00,"1 005 830,1","760 036,2",00,—,"1 709 296,7",00,00,"1 000 000,0","709 296,7",00,—
23.03.2023,"1 765 866,4",00,00,"1 005 830,1","760 036,2",00,—,"1 709 296,7",00,00,"1 000 000,0","709 296,7",00,—
22.03.2023,"1 668 495,8",00,00,"1 007 287,7","661 208,1",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
21.03.2023,"1 668 614,4",00,00,"1 007 287,7","661 326,8",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
20.03.2023,"1 668 654,0",00,00,"1 007 287,7","661 366,3",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
17.03.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
16.03.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
15.03.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
14.03.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
13.03.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
10.03.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
09.03.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
07.03.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
06.03.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
03.03.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
02.03.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
01.03.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
28.02.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
27.02.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
22.02.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
21.02.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
20.02.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
17.02.2023,"1 668 691,0",00,00,"1 007 287,7","661 403,4",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
16.02.2023,"1 668 787,8",00,00,"1 007 287,7","661 500,2",00,—,"1 619 464,1",00,00,"1 000 000,0","619 464,1",00,—
15.02.2023,"2 064 787,9",00,00,"1 510 938,2","553 849,7",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
14.02.2023,"2 064 881,3",00,00,"1 510 938,2","553 943,1",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
13.02.2023,"2 064 944,3",00,00,"1 510 938,2","554 006,1",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
10.02.2023,"2 064 970,0",00,00,"1 510 938,2","554 031,8",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
09.02.2023,"2 065 438,3",00,00,"1 510 938,2","554 052,1",4480,—,"2 019 932,0",00,00,"1 500 000,0","519 484,1",4479,—
08.02.2023,"2 065 423,0",00,00,"1 510 938,2","554 052,1",4328,—,"2 019 916,7",00,00,"1 500 000,0","519 484,1",4327,—
07.02.2023,"2 065 436,5",00,00,"1 510 938,2","554 052,1",4463,—,"2 019 930,2",00,00,"1 500 000,0","519 484,1",4462,—
06.02.2023,"2 065 419,6",00,00,"1 510 938,2","554 052,1",4293,—,"2 019 913,1",00,00,"1 500 000,0","519 484,1",4290,—
03.02.2023,"2 064 990,3",00,00,"1 510 938,2","554 052,1",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
02.02.2023,"2 064 990,3",00,00,"1 510 938,2","554 052,1",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
01.02.2023,"2 065 418,7",00,00,"1 510 938,2","554 480,5",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
31.01.2023,"2 065 431,4",00,00,"1 510 938,2","554 493,2",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
30.01.2023,"2 065 431,4",00,00,"1 510 938,2","554 493,2",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
27.01.2023,"2 065 431,4",00,00,"1 510 938,2","554 493,2",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
26.01.2023,"2 065 431,4",00,00,"1 510 938,2","554 493,2",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
25.01.2023,"2 065 453,7",00,00,"1 510 938,2","554 493,2",222,—,"2 019 506,3",00,00,"1 500 000,0","519 484,1",222,—
24.01.2023,"2 065 431,4",00,00,"1 510 938,2","554 493,2",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
23.01.2023,"2 065 442,6",00,00,"1 510 938,2","554 504,4",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
20.01.2023,"2 065 442,6",00,00,"1 510 938,2","554 504,4",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
19.01.2023,"2 065 491,7",00,00,"1 510 938,2","554 553,5",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
18.01.2023,"2 065 491,7",00,00,"1 510 938,2","554 553,5",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
17.01.2023,"2 065 491,7",00,00,"1 510 938,2","554 553,5",00,—,"2 019 484,1",00,00,"1 500 000,0","519 484,1",00,—
16.01.2023,"2 066 917,3",00,00,"1 510 938,2","554 553,5","1 425,6",—,"2 020 908,6",00,00,"1 500 000,0","519 484,1","1 424,6",—
13.01.2023,"2 068 248,3",00,00,"1 510 938,2","554 553,5","2 756,6",—,"2 022 240,0",00,00,"1 500 000,0","519 484,1","2 755,9",—
12.01.2023,"2 068 271,4",00,00,"1 510 938,2","554 553,5","2 779,7",—,"2 022 263,2",00,00,"1 500 000,0","519 484,1","2 779,1",—
11.01.2023,"1 494 347,0",00,00,"1 007 287,7","484 252,4","2 806,9",—,"1 522 290,4",00,00,"1 000 000,0","519 484,1","2 806,3",—
10.01.2023,"1 494 490,5",00,00,"1 007 287,7","484 252,4","2 950,5",—,"1 522 433,9",00,00,"1 000 000,0","519 484,1","2 949,8",—
09.01.2023,"1 499 455,0",00,00,"1 007 287,7","484 252,4","7 915,0",—,"1 527 380,6",00,00,"1 000 000,0","519 484,1","7 896,6",—
06.01.2023,"1 499 455,0",00,00,"1 007 287,7","484 252,4","7 915,0",00,"1 527 380,6",00,00,"1 000 000,0","519 484,1","7 896,6",00
05.01.2023,"1 499 455,0",00,00,"1 007 287,7","484 252,4","7 915,0",00,"1 527 380,6",00,00,"1 000 000,0","519 484,1","7 896,6",00
04.01.2023,"1 499 455,0",00,00,"1 007 287,7","484 252,4","7 915,0",00,"1 527 380,6",00,00,"1 000 000,0","519 484,1","7 896,6",00
03.01.2023,"1 499 455,0",00,00,"1 007 287,7","484 252,4","7 915,0",00,"1 527 380,6",00,00,"1 000 000,0","519 484,1","7 896,6",00
