Обязательные резервы кредитных организаций,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,"Обязательные резервы1;2;3;4;5 и средства на корреспонденских 
счетах (корсчетах)2 в Банке России, млрд руб.",,,Количество кредитных организаций:,,Справочно:,,,
"Период усреднения
обязательных резервов
(указан первый день)",Фактические среднедневные остатки средств на корсчетах3,"Обязательные резервы, подлежащие усреднению на корсчетах4",Обязательные резервы на счетах для их учета4,пользующихся правом усреднения обязательных резервов1,действующих1,период усреднения обязательных резервов,число календарных дней в периоде усреднения обязательных резервов,отчетный период6,период регулирования обязательных резервов7
2019-12-11 00:00:00,2526.4,2427.8,617.4,385,442,11.12.2019-14.01.2020,35,2019-11-01 00:00:00,13.12.2019 — 17.12.2019
2020-01-15 00:00:00,2479.3,2418.4,617.6,381,437,15.01.2020-11.02.2020,28,2019-12-01 00:00:00,22.01.2020 — 24.01.2020
2020-02-12 00:00:00,2474.1,2398.3,612.7,381,436,12.02.2020-10.03.2020,28,2020-01-01 00:00:00,14.02.2020 — 18.02.2020
2020-03-11 00:00:00,2536.4,2430.8,622,381,436,11.03.2020-07.04.2020,28,2020-02-01 00:00:00,16.03.2020 — 18.03.2020
2020-04-08 00:00:00,2684.8,2604.9,664.8,378,434,08.04.2020-12.05.2020,35,2020-03-01 00:00:00,17.04.2020 — 21.04.2020
2020-05-13 00:00:00,2699.5,2634.6,671.3,373,429,13.05.2020-09.06.2020,28,2020-04-01 00:00:00,20.05.2020 — 22.05.2020
2020-06-10 00:00:00,2635.7,2569.5,656.3,372,428,10.06.2020-07.07.2020,28,2020-05-01 00:00:00,15.06.2020 — 17.06.2020
2020-07-08 00:00:00,2589.6,2528.5,646.7,370,424,08.07.2020-04.08.2020,28,2020-06-01 00:00:00, 15.07.2020 — 17.07.2020
2020-08-05 00:00:00,2631.7,2577.9,659.2,369,419,05.08.2020-08.09.2020,35,2020-07-01 00:00:00,14.08.2020 — 18.08.2020
2020-09-09 00:00:00,2699,2633.9,673.2,367,417,09.09.2020-06.10.2020,28,2020-08-01 00:00:00,    14.09.2020 — 16.09.2020
2020-10-07 00:00:00,2753.1,2688.3,686.2,363,415,07.10.2020-10.11.2020,35,2020-09-01 00:00:00,14.10.2020 — 16.10.2020
2020-11-11 00:00:00,2806.4,2736.7,699,360,411,11.11.2020-08.12.2020,28,2020-10-01 00:00:00,16.11.2020 — 18.11.2020
2020-12-09 00:00:00,2902,2790.7,713.6,357,407,09.12.2020-12.01.2021,35,2020-11-01 00:00:00,14.12.2020 — 16.12.2020
2021-01-13 00:00:00,2878.5,2818.1,720.7,357,406,13.01.2021-09.02.2021,28,2020-12-01 00:00:00,22.01.2021 — 26.01.2021
2021-02-10 00:00:00,2895.3,2825,722,357,406,10.02.2021-09.03.2021,28,2021-01-01 00:00:00,12.02.2021 — 16.02.2021
2021-03-10 00:00:00,2964.7,2906.3,740.9,351,400,10.03.2021-06.04.2021,28,2021-02-01 00:00:00,15.03.2021 — 17.03.2021
2021-04-07 00:00:00,3010.7,2934.1,748.8,341,390,07.04.2021-11.05.2021,35,2021-03-01 00:00:00,14.04.2021 — 16.04.2021
2021-05-12 00:00:00,3081.6,3005.8,771.8,335,386,12.05.2021-08.06.2021,28,2021-04-01 00:00:00,18.05.2021 — 20.05.2021
2021-06-09 00:00:00,3134.3,3032,772.4,332,380,09.06.2021-06.07.2021,28,2021-05-01 00:00:00,15.06.2021 — 17.06.2021
2021-07-07 00:00:00,3169.3,3038.5,773.5,329,378,07.07.2021-10.08.2021,35,2021-06-01 00:00:00,14.07.2021 — 16.07.2021
2021-08-11 00:00:00,3193.5,3058.6,777.9,327,375,11.08.2021-07.09.2021,28,2021-07-01 00:00:00,13.08.2021 — 17.08.2021
2021-09-08 00:00:00,3242.9,3104.1,788.5,326,374,08.09.2021-12.10.2021,35,2021-08-01 00:00:00,14.09.2021 — 16.09.2021
2021-10-13 00:00:00,3264.6,3131.5,794.4,327,372,13.10.2021-09.11.2021,28,2021-09-01 00:00:00,14.10.2021 — 18.10.2021
2021-11-10 00:00:00,3292.1,3148.9,799.9,324,370,10.11.2021-07.12.2021,28,2021-10-01 00:00:00,16.11.2021 — 18.11.2021
2021-12-08 00:00:00,3352.8,3207.4,815.3,325,370,08.12.2021-11.01.2022,35,2021-11-01 00:00:00,14.12.2021 — 16.12.2021
2022-01-12 00:00:00,3323.2,3244.6,825.4,324,368,12.01.2022-08.02.2022,28,2021-12-01 00:00:00,21.01.2022 — 25.01.2022
2022-02-09 00:00:00,3307.2,3304.6,843.3,320,366,09.02.2022-08.03.2022,28,2022-01-01 00:00:00,14.02.2022 — 16.02.2022
2022-03-09 00:00:00,1464.9,1283.1,150,322,365,09.03.2022-12.04.2022,35,2022-02-01 00:00:00,15.03.2022 — 17.03.2022
2022-04-13 00:00:00,1541.8,1420.9,162.1,322,364,13.04.2022-17.05.2022,35,2022-03-01 00:00:00,14.04.2022 — 18.04.2022
2022-05-18 00:00:00,1464.9,1325.5,145.9,363,363,18.05.2022-14.06.2022,28,2022-04-01 00:00:00,23.05.2022 — 25.05.2022
2022-06-15 00:00:00,1774.4,1631.2,145.9,364,364,15.06.2022-12.07.2022,28,2022-05-01 00:00:00,17.06.2022 — 21.06.2022
2022-07-13 00:00:00,1719.6,1568.7,146,363,363,13.07.2022-09.08.2022,28,2022-06-01 00:00:00,18.07.2022 — 20.07.2022
2022-08-10 00:00:00,1694.4,1562.1,146,361,361,10.08.2022-13.09.2022,35,2022-07-01 00:00:00,16.08.2022 — 18.08.2022
2022-09-14 00:00:00,2451.6,2320.5,145.9,361,361,14.09.2022-11.10.2022,28,2022-08-01 00:00:00,16.09.2022 — 20.09.2022
2022-10-12 00:00:00,2430.3,2323.3,145.9,360,360,12.10.2022-15.11.2022,35,2022-09-01 00:00:00,18.10.2022 — 20.10.2022
2022-11-16 00:00:00,2406.7,2305.2,145.9,361,361,16.11.2022-13.12.2022,28,2022-10-01 00:00:00,17.11.2022 — 20.12.2022
2022-12-14 00:00:00,2460.6,2322.1,145.9,361,361,14.12.2022-17.01.2023,35,2022-11-01 00:00:00,16.12.2022 — 20.12.2022
2023-01-18 00:00:00,2513.2,2431.6,145.9,361,361,18.01.2023-14.02.2023,28,2022-12-01 00:00:00,24.01.2023 — 26.01.2023
2023-02-15 00:00:00,2495.8,2402.1,265.4,361,361,15.02.2023-14.03.2023,28,2023-01-01 00:00:00,16.02.2023 — 20.02.2023
2023-03-15 00:00:00,2539.5,2453.2,265.4,362,362,15.03.2023-11.04.2023,28,2023-02-01 00:00:00,17.03.2023 — 21.03.2023
2023-04-12 00:00:00,3634.2,3547.9,265.3,361,361,12.04.2023-16.05.2023,35,2023-03-01 00:00:00,18.04.2023 — 20.04.2023
2023-05-17 00:00:00,3693.1,3611.6,271.3,360,360,17.05.2023-13.06.2023,28,2023-04-01 00:00:00,19.05.2023 — 23.05.2023
2023-06-14 00:00:00,3689.9,3621.4,271.3,361,361,14.06.2023-11.07.2023,28,2023-05-01 00:00:00,19.06.2023 — 21.06.2023
2023-07-12 00:00:00,4328.4,4255.8,271.3,360,360,12.07.2023-08.08.2023,28,2023-06-01 00:00:00,18.07.2023 — 20.07.2023
2023-08-09 00:00:00,4467.4,4385.3,271.7,360,360,09.08.2023-12.09.2023,35,2023-07-01 00:00:00,16.08.2023 — 18.08.2023
2023-09-13 00:00:00,4577.9,4503.9,271.7,360,360,13.09.2023-10.10.2023,28,2023-08-01 00:00:00,18.09.2023 — 20.09.2023
2023-10-11 00:00:00,4641,4562.5,271.7,360,360,11.10.2023-14.11.2023,35,2023-09-01 00:00:00,17.10.2023 — 19.10.2023
2023-11-15 00:00:00,4667.076071714286,4595.6,271.7,360,360,15.11.2023-12.12.2023,28,2023-10-01 00:00:00,17.11.2023 — 21.11.2023
2023-12-13 00:00:00,4656.088571428571,4564.6,271.7,360,360,13.12.2023-16.01.2024,35,2023-11-01 00:00:00,18.12.2023 — 20.12.2023
2024-01-17 00:00:00,4723,4647.3,273.2,360,360,17.01.2024-13.02.2024,28,2023-12-01 00:00:00,24.01.2024 — 26.01.2024
2024-02-14 00:00:00,4799.78,4712.3,273.1,359,358,14.02.2024-12.03.2024,28,2024-01-01 00:00:00,16.02.2024 — 20.02.2024
2024-03-13 00:00:00,4658.6,4571.8,504.2,356,357,13.03.2024-09.04.2024,28,2024-02-01 00:00:00,19.03.2024 — 21.03.2024
2024-04-10 00:00:00,4670,4581.9,504.2,356,356,10.04.2024-07.05.2024,28,2024-03-01 00:00:00,16.04.2024 — 18.04.2024
2024-05-08 00:00:00,4751.6,4677,504.2,356,356,08.05.2024-04.06.2024,28,2024-04-01 00:00:00,21.05.2024 — 23.05.2024
2024-06-05 00:00:00,4954.5,4742.1,504.1,355,355,05.06.2024-09.07.2024,35,2024-05-01 00:00:00,19.06.2024 — 21.06.2024
2024-07-10 00:00:00,5134.3,4769.3,504,355,355,10.07.2024-13.08.2024,35,2024-06-01 00:00:00,16.07.2024 — 18.07.2024
2024-08-14 00:00:00,4989.1,4746.3,504,355,355,14.08.2024-10.09.2024,28,2024-07-01 00:00:00,16.08.2024 — 20.08.2024
2024-09-11 00:00:00,4923.8,4806.6,504,354,354,11.09.2024-08.10.2024,28,2024-08-01 00:00:00,17.09.2024 — 19.09.2024
2024-10-09 00:00:00,5051.7,4925.4,504,354,354,09.10.2024-12.11.2024,35,2024-09-01 00:00:00,16.10.2024 — 18.10.2024
2024-11-13 00:00:00,5135.4,5019.5,504,354,354,13.11.2024-10.12.2024,28,2024-10-01 00:00:00,18.11.2024 — 20.11.2024
2024-12-11 00:00:00,5291.5,5136.3,499.3,353,353,11.12.2024-14.01.2025,35,2024-11-01 00:00:00,17.12.2024 — 19.12.2024
2025-01-15 00:00:00,5232.9,5150.2,499.7,349,349,15.01.2025-11.02.2025,28,2024-12-01 00:00:00,24.01.2025 — 28.01.2025
2025-02-12 00:00:00,5239.2,5181.7,499.7,350,350,12.02.2025-11.03.2025,28,2025-01-01 00:00:00,18.02.2025 — 20.02.2025
2025-03-12 00:00:00,5110,5064.8,560.8,351,351,12.03.2025-08.04.2025,28,2025-02-01 00:00:00,18.03.2025 — 20.03.2025
2025-04-09 00:00:00,5052.1,4995.7,560.8,349,349,09.04.2025-06.05.2025,28,2025-03-01 00:00:00,16.04.2025 — 18.04.2025
2025-05-07 00:00:00,5009.7,4963.4,560.8,348,348,07.05.2025-03.06.2025,28,2025-04-01 00:00:00,22.05.2025 — 26.05.2025
2025-06-04 00:00:00,5027.02,4960.1,554.8,349,349,04.06.2025-08.07.2025,35,2025-05-01 00:00:00,19.06.2025 — 23.06.2025
2025-07-09 00:00:00,4996.1,4950.9,554.8,352,352,09.07.2025-12.08.2025,35,2025-06-01 00:00:00,16.07.2025 — 18.07.2025
2025-08-13 00:00:00,5058.6,5003.6,554.8,352,352,13.08.2025-09.09.2025,28,2025-07-01 00:00:00,18.08.2025 — 20.08.2025
2025-09-10 00:00:00,5147.3,5080.5,554.8,351,351,10.09.2025-07.10.2025,28,2025-08-01 00:00:00,16.09.2025 — 18.09.2025
2025-10-08 00:00:00,5250.5,5185.4,554.6,351,351,08.10.2025-11.11.2025,35,2025-09-01 00:00:00,16.10.2025 — 20.10.2025
2025-11-12 00:00:00,5265.5,5203.3,554.1,351,351,12.11.2025-09.12.2025,28,2025-10-01 00:00:00,19.11.2025 — 21.11.2025
2025-12-10 00:00:00,5428.5,5307.6,554.1,350,350,10.12.2025-13.01.2026,35,2025-11-01 00:00:00,16.12.2025 — 18.12.2025
2026-01-14 00:00:00,5414.2,5314.3,554.6,350,350,14.01.2026-10.02.2026,28,2025-12-01 00:00:00,27.01.2026 — 29.01.2026
2026-02-11 00:00:00,5451.2,5342.2,554.6,350,350,11.02.2026-10.03.2026,28,2026-01-01 00:00:00,17.02.2026 — 19.02.2026
2026-03-11 00:00:00,5407.2,5301.4,587.5,350,350,11.03.2026-14.04.2026,35,2026-02-01 00:00:00,18.03.2026 — 20.03.2026
2026-04-15 00:00:00,5445.4,5315.5,587.5,349,349,15.04.2026-12.05.2026,28,2026-03-01 00:00:00,16.04.2026 — 20.04.2026
2026-05-13 00:00:00,,5280.4,588.4,347,347,13.05.2026-09.06.2026,28,2026-04-01 00:00:00,20.05.2026 — 22.05.2026
,,,,,,,,,
1 Данные по результатам регулирования обязательных резервов за отчетный период.,,,,,,,,,
"2 Расчет величины обязательных резервов, поддержанных кредитными организациями на корсчетах, изменялся в целях повышения эффективности работы инструмента, а также из-за обновления нормативных актов. В 2004-2015 гг. применялась формула средней хронологической к остаткам средств на корсчете на начало каждого дня периода усреднения. В 2016 г. применялась формула средней арифметической к остаткам средств на корсчетах на начало каждого дня периода усреднения; с 2017 г. - применяется формула средней арифметической к остаткам средств на корсчетах на конец каждого дня периода усреднения. По тем же формулам рассчитаны фактические среднедневные остатки средств на корсчетах. ",,,,,,,,,
3 Данные публикуются после завершения периода усреднения.,,,,,,,,,
"4 Данные публикуются на 16-ый рабочий день месяца, следующего за отчетным (2-ой рабочий день после завершения периода регулирования).
До 16-го рабочего дня месяца, следующего за отчетным, указывается прогнозное значение.",,,,,,,,,
"5 С учетом результатов внеочередного регулирования обязательных резервов (18-22 сентября 2008 года, 15-17 октября 2008 года).",,,,,,,,,
"6 Расчет размера резервируемых обязательств изменялся из-за обновления нормативных актов, регулирующих порядок бухгалтерского учета. В 2004-2016 гг. применялась формула средней хронологической к остаткам средств на счетах на начало каждого дня отчетного периода; с 2017 г. применяется формула средней арифметической к остаткам на конец каждого дня отчетного периода.",,,,,,,,,
"7 Для отчетных периодов с августа 2004 г. по декабрь 2009 г. указаны периоды регулирования для всех кредитных организаций, кроме крупных кредитных организаций с широкой сетью подразделений. Для крупных кредитных организаций с широкой сетью подразделений  периоды регулирования за отчетные периоды с декабря  2006 г. по ноябрь 2009 г. смещены на один месяц вперед (например, в 2009 г. для отчетного периода 01.10-01.11 период регулирования 14.12-16.12).",,,,,,,,,
"8 В скобках: количество кредитных организаций, принявших участие во внеочередном регулировании обязательных резервов.",,,,,,,,,
