Дата / Дата / Дата / Дата / Дата / 1,Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / 2 = 4 - 9 + 13 - 14 + 15,Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / 3 = 4 - 9 + 13,в том числе / стандартные инструменты денежно-кредитной политики / требования Банка России к кредитным организациям / требования Банка России к кредитным организациям / требования Банка России к кредитным организациям / 4 = 5 + 6 + 7 + 8,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / аукционы / репо и «валютный своп»** / 5,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / аукционы / обеспеченные кредиты / 6,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / операции постоянного действия / репо и «валютный своп»** / 7,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / операции постоянного действия / обеспеченные кредиты / 8,в том числе / стандартные инструменты денежно-кредитной политики / обязательства Банка России перед кредитными организациями / обязательства Банка России перед кредитными организациями / обязательства Банка России перед кредитными организациями / 9 = 10 + 11 + 12,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / депозиты / аукционы / 10,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / депозиты / операции постоянного действия / 11,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / КОБР / КОБР / 12,"в том числе / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / 13",Справочно: / Средства банков на корсчетах в Банке России / Средства банков на корсчетах в Банке России / Средства банков на корсчетах в Банке России / Средства банков на корсчетах в Банке России / 14,"Справочно: / Обязательные резервы, подлежащие усреднению на корсчетах*** / Обязательные резервы, подлежащие усреднению на корсчетах*** / Обязательные резервы, подлежащие усреднению на корсчетах*** / Обязательные резервы, подлежащие усреднению на корсчетах*** / 15"
19.08.2016,2319,3712,4486,1002,2195,1042,247,3612,0,3612,0,2837,"1 664,8","1 525,5"
18.08.2016,245,3789,4631,1002,2195,1184,249,3667,0,3667,0,2825,"1 659,4","1 525,5"
17.08.2016,2835,3446,5063,0,2195,2567,301,4441,100,3441,0,2824,"1 586,6","1 525,5"
16.08.2016,3908,4607,6057,0,2195,3605,258,4263,100,3263,0,2813,"1 595,4","1 525,5"
15.08.2016,3264,3678,5208,0,2195,2765,247,4343,100,3343,0,2814,"1 566,9","1 525,5"
12.08.2016,2896,3026,464,0,2195,2198,247,4423,100,3423,0,2809,"1 538,5","1 525,5"
11.08.2016,2788,2849,480,0,2195,2358,248,4758,100,3758,0,2806,"1 531,6","1 525,5"
10.08.2016,1923,3369,4572,10,2195,2029,248,3989,0,3989,0,2786,"1 670,1","1 525,5"
09.08.2016,2294,359,4741,10,2195,2198,248,393,0,393,0,2779,"1 655,1","1 525,5"
08.08.2016,3027,4324,5094,10,2195,2551,248,3547,0,3547,0,2778,"1 655,2","1 525,5"
05.08.2016,285,4469,5215,10,2195,2574,346,3512,0,3512,0,2766,"1 687,4","1 525,5"
04.08.2016,2772,4288,5061,10,2195,2505,26,3547,0,3547,0,2773,"1 594,2","1 442,6"
03.08.2016,4365,5573,749,4806,2195,226,263,4687,0,4687,0,2771,"1 563,4","1 442,6"
02.08.2016,7293,6911,7939,4808,2195,674,262,3785,0,3785,0,2758,"1 404,4","1 442,6"
01.08.2016,967,"1 015,7","1 132,6",4808,2196,2257,2066,3927,0,3927,0,2758,"1 491,3","1 442,6"
29.07.2016,8947,8128,8044,4808,2196,767,273,2671,0,2671,0,2755,"1 360,7","1 442,6"
28.07.2016,8506,7853,810,481,2196,863,231,2995,0,2995,0,2749,"1 377,3","1 442,6"
27.07.2016,7789,8352,8333,5295,2196,611,231,2727,0,2727,0,2746,"1 498,9","1 442,6"
26.07.2016,8696,8329,8312,5296,2196,574,246,2718,0,2718,0,2734,"1 405,9","1 442,6"
25.07.2016,5052,7291,8022,5301,2196,298,228,3463,0,3463,0,2731,"1 666,5","1 442,6"
22.07.2016,4441,7054,8066,5303,2196,315,251,3739,0,3739,0,2727,"1 703,9","1 442,6"
21.07.2016,4428,7287,8061,5304,2196,333,229,3499,0,3499,0,2725,"1 728,5","1 442,6"
20.07.2016,4244,4729,513,120,2196,1482,253,3121,0,3121,0,272,"1 491,1","1 442,6"
19.07.2016,4987,4874,5459,1203,2196,1811,25,3305,0,3305,0,272,"1 431,3","1 442,6"
18.07.2016,4799,5137,5361,1203,2196,1693,27,2955,0,2955,0,2731,"1 476,4","1 442,6"
15.07.2016,4009,4982,5733,1203,2196,2086,249,348,0,348,0,2728,"1 539,9","1 442,6"
14.07.2016,2701,5112,565,1203,2196,1998,253,3258,0,3258,0,2719,"1 683,7","1 442,6"
13.07.2016,1912,4964,553,1002,2196,2079,253,328,0,328,0,2714,"1 747,8","1 442,6"
12.07.2016,193,4695,5665,1002,2196,2214,253,3676,0,3676,0,2707,"1 719,1","1 442,6"
11.07.2016,2669,5465,5693,1002,2196,2213,282,2932,0,2932,0,2705,"1 722,2","1 442,6"
08.07.2016,2446,4988,5825,1002,2196,2348,28,3537,0,3537,0,270,"1 696,8","1 442,6"
07.07.2016,254,535,6035,1002,2196,2487,351,3377,0,3377,0,2692,1 724,1 443
06.07.2016,219,4614,6668,3682,2196,481,31,470,0,470,0,2646,"1 685,4",1 443
05.07.2016,2741,5187,6688,3707,2196,505,28,418,0,418,0,2678,"1 687,6",1 443
04.07.2016,3325,5843,6987,3707,2196,728,356,3818,0,3818,0,2674,"1 694,8",1 443
01.07.2016,6423,9117,1 109,3707,2196,2737,2449,4368,0,4368,0,2395,"1 712,4",1 443
30.06.2016,5796,7092,7754,3708,2196,1566,284,3241,0,3241,0,258,"1 572,6",1 443
29.06.2016,8079,7931,8323,3597,2199,2259,268,2967,0,2967,0,2575,"1 428,2",1 443
28.06.2016,7981,784,8181,3598,2199,2101,282,2892,0,2892,0,2551,"1 428,9",1 443
27.06.2016,4024,6045,6838,3598,2199,772,268,3242,0,3242,0,2449,"1 645,1",1 443
24.06.2016,2891,5955,6967,3608,2199,892,268,3579,0,3579,0,2566,"1 749,4",1 443
23.06.2016,3136,5812,687,3608,2199,806,257,3621,0,3621,0,2563,"1 710,6",1 443
22.06.2016,3392,4741,5537,1502,2199,1579,257,3356,0,3356,0,2559,"1 577,9",1 443
21.06.2016,3896,5121,5751,1502,2199,1808,242,3178,0,3178,0,2547,"1 565,5",1 443
20.06.2016,4692,5599,5691,1503,2199,1746,242,2637,0,2637,0,2546,"1 533,7",1 443
17.06.2016,5314,5285,5569,1503,2199,1625,242,2824,0,2824,0,254,"1 440,1",1 443
16.06.2016,5343,5068,5504,1503,2199,1459,343,2969,0,2969,0,2533,"1 415,5",1 443
15.06.2016,4667,5002,5049,1801,2199,794,255,257,0,257,0,2522,"1 476,5",1 443
14.06.2016,4584,4755,5104,1801,2199,841,262,2869,0,2869,0,252,"1 460,1",1 443
10.06.2016,4009,4526,5164,1804,2199,904,256,3157,0,3157,0,252,"1 494,7",1 443
09.06.2016,3579,4539,5075,1804,2199,816,255,3053,0,3053,0,2516,"1 547,1","1 451,1"
08.06.2016,3057,4946,593,1503,2966,1168,293,350,0,350,0,2516,1 640,"1 451,1"
07.06.2016,3806,5456,6243,1503,2966,1511,263,3287,0,3287,0,250,"1 616,1","1 451,1"
06.06.2016,4694,5725,6117,1503,2966,1392,257,2888,0,2888,0,2495,"1 554,2","1 451,1"
03.06.2016,697,5809,618,1503,2966,1355,357,2868,0,2868,0,2496,1 335,"1 451,1"
02.06.2016,7198,6974,7354,1503,2966,2527,357,2878,0,2878,0,2498,"1 428,7","1 451,1"
01.06.2016,7958,"1 170,6","1 261,4",605,2966,752,2845,3403,0,3403,0,2496,"1 825,9","1 451,1"
31.05.2016,6952,"1 003,7","1 052,3",6051,2966,1145,362,2962,0,2962,0,2476,"1 759,6","1 451,1"
30.05.2016,7479,9169,9485,6051,2966,112,355,2792,0,2792,0,2477,"1 620,1","1 451,1"
27.05.2016,8298,9109,9608,6112,2966,119,41,2976,0,2976,0,2477,"1 532,2","1 451,1"
26.05.2016,8973,9092,9574,6113,2967,107,386,2953,0,2953,0,2471,1 463,"1 451,1"
25.05.2016,6105,7524,8027,4308,2967,38,371,297,0,297,0,2467,1 593,"1 451,1"
24.05.2016,7431,8466,9063,4308,2967,1399,388,3021,0,3021,0,2424,"1 554,6","1 451,1"
23.05.2016,5715,8002,8518,4309,2967,868,374,2928,0,2928,0,2412,"1 679,8","1 451,1"
20.05.2016,5248,7234,7927,4309,2967,27,381,3103,0,3103,0,2409,"1 649,7","1 451,1"
19.05.2016,5611,7208,794,4309,2967,281,383,314,0,314,0,2407,"1 610,8","1 451,1"
18.05.2016,5601,8107,8856,2102,3797,2592,366,3149,0,3149,0,240,"1 701,7","1 451,1"
17.05.2016,7035,7318,7758,2102,3797,1473,386,2839,0,2839,0,2399,"1 479,4","1 451,1"
16.05.2016,6646,6043,639,2104,3797,103,387,2761,0,2761,0,2414,"1 390,8","1 451,1"
13.05.2016,6519,6148,6621,2104,3797,333,387,2878,0,2878,0,2405,1 414,"1 451,1"
12.05.2016,5932,6277,7068,2105,3797,765,402,3189,0,3189,0,2399,"1 414,6","1 380,1"
11.05.2016,5785,414,1 027,4104,5708,71,387,8527,0,8527,0,2397,"1 215,6","1 380,1"
10.05.2016,7414,9723,"1 032,8",4105,5708,83,431,3001,0,3001,0,2397,1 611,"1 380,1"
06.05.2016,"1 002,2","1 011,4","1 033,3",4105,5734,77,416,2614,0,2614,0,2396,"1 389,3","1 380,1"
05.05.2016,"1 124,2","1 025,4","1 032,8",4109,5734,97,389,247,0,247,0,2396,"1 281,3","1 380,1"
04.05.2016,"1 143,6","1 329,4","1 347,1",429,5734,2155,1292,2572,0,2572,0,2395,"1 565,9","1 380,1"
29.04.2016,"1 149,6","1 061,4","1 082,4",4292,5739,411,382,2589,0,2589,0,238,"1 291,9","1 380,1"
28.04.2016,9682,"1 009,3","1 068,4",432,5739,234,391,2968,0,2968,0,2378,"1 421,2","1 380,1"
27.04.2016,"1 018,1","1 020,8","1 187,5",5331,5949,204,391,4051,0,4051,0,2385,"1 382,8","1 380,1"
26.04.2016,"1 211,3","1 089,3","1 188,3",5331,5949,21,393,3361,0,3361,0,2372,"1 258,1","1 380,1"
25.04.2016,7633,"1 056,6",1 181,5331,5949,137,393,3616,0,3616,0,2372,"1 673,4","1 380,1"
22.04.2016,7187,"1 080,5","1 180,2",5339,5949,97,417,3373,0,3373,0,2377,"1 741,9","1 380,1"
21.04.2016,7288,"1 118,7","1 195,8",5412,6039,109,399,3138,0,3138,0,2368,1 770,"1 380,1"
20.04.2016,8128,977,"1 025,7",2504,7273,8,40,2778,0,2778,0,2292,"1 544,3","1 380,1"
19.04.2016,9227,9739,"1 027,7",2504,7273,10,40,2833,0,2833,0,2294,"1 431,3","1 380,1"
18.04.2016,8999,977,"1 025,2",2504,7273,82,393,2785,0,2785,0,2302,"1 457,2","1 380,1"
15.04.2016,8296,9769,"1 026,1",2505,7273,81,402,2794,0,2794,0,2302,"1 527,4","1 380,1"
14.04.2016,7405,9334,"1 027,7",2506,7273,109,389,3248,0,3248,0,2305,1 573,"1 380,1"
13.04.2016,7912,9511,"1 035,2",2203,7338,421,391,3142,0,3142,0,2301,1 540,"1 380,1"
12.04.2016,8463,9658,"1 042,2",2204,7363,464,391,3063,0,3063,0,2299,"1 499,6","1 380,1"
11.04.2016,9245,"1 010,7",1 073,2204,7363,755,408,2933,0,2933,0,2309,"1 466,3","1 380,1"
08.04.2016,8837,"1 068,8","1 144,2",2205,7363,1467,408,3048,0,3048,0,2294,"1 565,2","1 380,1"
07.04.2016,9877,"1 069,9","1 153,3",2205,7363,1547,418,3127,0,3127,0,2294,"1 521,3","1 439,1"
06.04.2016,"1 016,6",8032,"1 463,5",6493,7363,297,482,8892,0,8892,0,2289,"1 225,7","1 439,1"
05.04.2016,"1 079,7","1 172,5","1 461,2",650,7448,247,418,5173,0,5173,0,2286,"1 531,9","1 439,1"
04.04.2016,"1 105,9",1 409,"1 463,1",650,7449,265,418,2827,0,2827,0,2286,"1 742,2","1 439,1"
01.04.2016,"1 316,7",2 055,"2 228,9",6503,7449,1926,6412,4009,0,4009,0,227,"2 177,4","1 439,1"
31.03.2016,"1 513,5","1 598,9","1 656,5",6615,7449,2064,437,2846,0,2846,0,227,"1 524,5","1 439,1"
30.03.2016,"1 575,4","1 701,8","1 752,7",7988,7449,1653,438,2775,0,2775,0,2265,"1 565,5","1 439,1"
29.03.2016,"1 683,3","1 755,7","1 798,3",7996,7449,1995,544,266,0,266,0,2234,"1 511,5","1 439,1"
28.03.2016,1 764,"1 578,9","1 632,2",8003,7449,414,457,2766,0,2766,0,2233,1 254,"1 439,1"
25.03.2016,"1 299,6","1 504,6","1 598,6",8017,7449,99,42,3173,0,3173,0,2232,"1 644,1","1 439,1"
24.03.2016,"1 206,5","1 494,1",1 598,8018,7449,93,42,3268,0,3268,0,2229,"1 726,7","1 439,1"
23.03.2016,"1 225,9","1 413,4","1 483,3",6672,7449,293,419,2928,0,2928,0,2229,"1 626,6","1 439,1"
22.03.2016,1 009,"1 206,6","1 464,8",6677,7449,102,421,4788,0,4788,0,2206,"1 636,7","1 439,1"
21.03.2016,1 022,"1 322,7","1 496,9",6679,7449,29,551,3946,0,3946,0,2204,"1 739,8","1 439,1"
18.03.2016,"1 148,7","1 324,4",1 494,671,7449,253,528,3902,0,3902,0,2206,"1 614,8","1 439,1"
17.03.2016,1 184,"1 398,9","1 607,8",6715,7449,1384,531,4295,0,4295,0,2206,1 654,"1 439,1"
16.03.2016,"1 184,2","1 111,7",1 342,4323,7449,1108,54,4508,0,4508,0,2205,"1 366,6","1 439,1"
15.03.2016,"1 165,5","1 135,5","1 356,2",4325,7449,1247,542,4396,0,4396,0,2188,"1 409,1","1 439,1"
14.03.2016,"1 105,6","1 134,1","1 338,6",4328,7449,1069,541,4203,0,4203,0,2158,"1 467,6","1 439,1"
11.03.2016,"1 122,5","1 131,1","1 349,4",4409,7449,1089,547,4366,0,4366,0,2183,"1 447,7","1 439,1"
10.03.2016,"1 087,8","1 258,2","1 380,5",441,7449,1399,548,3397,0,3397,0,2174,"1 586,6","1 416,2"
09.03.2016,"1 155,6","1 331,1","1 429,8",4241,7706,1498,853,3011,0,3011,0,2024,"1 591,7","1 416,2"
04.03.2016,"1 249,1","1 358,3","1 428,2",4241,7706,1582,753,2815,0,2815,0,2115,"1 525,4","1 416,2"
03.03.2016,"1 299,5","1 355,2","1 440,4",431,7706,1509,879,2965,0,2965,0,2114,"1 471,9","1 416,2"
02.03.2016,"1 329,8","1 470,9",1 557,4909,9312,703,646,2962,0,2962,0,2102,"1 557,3","1 416,2"
01.03.2016,"1 564,4","1 921,7","2 051,2",491,9314,3367,2921,3387,0,3387,0,2093,"1 773,5","1 416,2"
29.02.2016,"1 606,5","1 522,2","1 604,6",491,9314,1171,652,2915,0,2915,0,2091,"1 331,9","1 416,2"
26.02.2016,"1 639,3","1 538,3","1 643,8",491,9314,1598,616,314,0,314,0,2084,"1 315,2","1 416,2"
25.02.2016,"1 271,8","1 485,3","1 622,1",4911,9314,1395,602,343,0,343,0,2062,"1 629,7","1 416,2"
24.02.2016,"1 234,9","1 484,3","1 683,5",5371,9314,1693,457,4057,0,4057,0,2066,"1 665,6","1 416,2"
20.02.2016,"1 355,7","1 530,3","1 666,3",5371,9314,1522,457,3442,0,3442,0,2082,"1 590,8","1 416,2"
19.02.2016,"1 328,2","1 547,2","1 659,5",5408,9314,1417,456,3199,0,3199,0,2077,"1 635,2","1 416,2"
18.02.2016,1 432,"1 490,3","1 571,8",5412,9314,533,459,2893,0,2893,0,2078,"1 474,5","1 416,2"
17.02.2016,"1 192,4","1 382,7","1 478,7",3806,9809,726,446,3034,0,3034,0,2074,"1 606,5","1 416,2"
16.02.2016,"1 255,4","1 331,3","1 465,9",3807,9809,595,448,3402,0,3402,0,2057,"1 492,1","1 416,2"
15.02.2016,"1 044,5","1 341,8","1 451,4",3807,9809,484,414,3151,0,3151,0,2055,"1 713,5","1 416,2"
12.02.2016,"1 018,6","1 340,6","1 443,5",3807,981,402,416,3074,0,3074,0,2045,"1 738,2","1 416,2"
11.02.2016,9877,"1 321,6","1 446,5",3809,981,412,435,3284,0,3284,0,2035,1 701,"1 367,1"
10.02.2016,"1 419,8",8929,"1 697,8",994,"1 129,1",2879,1814,"1 008,1",0,"1 008,1",0,2033,8402,"1 367,1"
09.02.2016,"1 639,2",1 230,"1 709,1",995,"1 129,1",3068,1737,6801,0,6801,0,201,9579,"1 367,1"
08.02.2016,"1 690,1","1 599,7","1 717,5",995,"1 129,1",3151,1738,3175,0,3175,0,1997,"1 276,7","1 367,1"
05.02.2016,"1 689,8",1 637,1 736,1002,"1 129,3",3328,1737,2989,0,2989,0,1998,"1 314,3","1 367,1"
04.02.2016,"1 629,3","1 650,1","1 758,2",1002,"1 129,4",3548,1736,3063,0,3063,0,1983,"1 387,9","1 367,1"
03.02.2016,"1 816,1","2 115,7","2 261,3",7672,"1 254,4",656,174,3422,0,3422,0,1966,"1 666,7","1 367,1"
02.02.2016,"2 125,5",2 264,"2 524,5",7672,"1 424,4",684,2644,4584,0,4584,0,198,"1 505,6","1 367,1"
01.02.2016,"2 198,3","2 578,2","2 786,3",7715,"1 424,4",2491,3412,406,0,406,0,198,1 747,"1 367,1"
29.01.2016,"2 401,5","2 393,7","2 474,9",7717,"1 424,4",1042,1745,278,0,278,0,1968,"1 359,3","1 367,1"
28.01.2016,"2 603,5","2 423,2","2 501,1",7718,"1 424,4",1405,1644,275,0,275,0,1971,"1 186,8","1 367,1"
27.01.2016,"2 802,6","2 762,5","2 880,7",6169,"1 517,9",5814,1644,3151,0,3151,0,1969,1 327,"1 367,1"
26.01.2016,"2 793,8","2 714,1","2 818,7",6189,"1 517,9",5158,166,3016,0,3016,0,1969,"1 287,4","1 367,1"
25.01.2016,2 231,"2 398,7","2 591,3",6207,"1 517,9",2865,1661,3891,0,3891,0,1966,"1 534,8","1 367,1"
22.01.2016,"2 116,9","2 457,3","2 600,7",621,"1 517,9",2962,1656,3403,0,3403,0,1969,"1 707,5","1 367,1"
21.01.2016,"2 096,9","2 365,9","2 570,2",6214,"1 517,9",2646,1663,400,0,400,0,1957,"1 636,1","1 367,1"
20.01.2016,"2 301,9","2 680,3","2 853,3",8417,"1 517,9",3272,1665,3666,0,3666,0,1936,"1 745,5","1 367,1"
19.01.2016,"2 457,9","2 781,9","2 906,8",8417,"1 517,9",3122,235,3179,0,3179,0,193,"1 691,1","1 367,1"
18.01.2016,"2 448,2","2 723,8","2 839,1",8418,"1 517,9",3139,1654,3036,0,3036,0,1883,"1 642,7","1 367,1"
15.01.2016,2 413,"2 766,8","2 867,5",8418,1 518,3427,165,289,0,289,0,1883,"1 720,9","1 367,1"
14.01.2016,"2 583,7","2 833,7","2 924,8",8419,1 518,3993,1656,2791,0,2791,0,188,"1 617,1","1 367,1"
13.01.2016,"2 540,4","3 159,8","3 355,5","1 447,2","1 553,8",1178,2366,3793,0,3793,0,1836,"1 986,5","1 367,1"
12.01.2016,2 627,"3 278,3","3 468,3","1 448,2","1 553,8",2279,2384,3688,0,3688,0,1789,"2 018,4","1 367,1"
11.01.2016,2 817,"3 140,9","3 520,1","1 448,5","1 553,8",2797,2381,5578,0,5578,0,1785,1 691,"1 367,1"
01.01.2016,"2 862,1","3 137,4","3 516,6","1 448,5","1 553,8",2762,2381,5578,0,5578,0,1785,1 594,"1 318,7"
31.12.2015,"3 020,6","3 065,4","3 588,2","1 448,5","1 624,3",2762,2392,7013,0,7013,0,1785,"1 363,5","1 318,7"
30.12.2015,"2 793,3","3 366,2","3 625,5",1 313,"1 666,5",3932,2528,4361,0,4361,0,1768,"1 891,6","1 318,7"
29.12.2015,"3 159,3","3 343,3","3 534,5","1 313,4","1 666,7",3559,1985,3689,0,3689,0,1777,"1 502,7","1 318,7"
28.12.2015,"3 100,2","3 171,2","3 411,1","1 313,6","1 668,1",2768,1527,4132,0,4132,0,1733,"1 389,7","1 318,7"
25.12.2015,"2 868,3","3 056,9","3 327,5","1 318,4","1 688,1",1673,1537,4438,0,4438,0,1733,"1 507,3","1 318,7"
24.12.2015,"2 795,9","3 070,5","3 312,5","1 318,5",1 689,1512,1539,4139,0,4139,0,1719,"1 593,3","1 318,7"
23.12.2015,"2 420,9","3 012,3","3 122,3","1 001,3",1 689,277,155,2816,0,2816,0,1716,"1 910,1","1 318,7"
22.12.2015,"2 542,6","3 141,5","3 229,7","1 001,4","1 761,7",2915,1752,2589,0,2589,0,1706,"1 917,6","1 318,7"
21.12.2015,"2 644,5","3 130,5","3 174,7","1 001,6","1 761,7",2971,1144,2117,0,2117,0,1676,"1 804,7","1 318,7"
18.12.2015,2 549,"3 094,4","3 135,8","1 001,7","1 761,7",2571,1153,2087,0,2087,0,1673,"1 864,1","1 318,7"
17.12.2015,"2 527,6","2 990,8",3 055,"1 001,9","1 761,7",1782,1134,2281,0,2281,0,1639,"1 781,9","1 318,7"
16.12.2015,"2 551,7","3 101,7","3 172,6",7514,"1 761,9",5459,1133,2348,0,2348,0,1639,"1 868,7","1 318,7"
15.12.2015,2 522,"2 960,7",3 049,7514,"1 761,9",4219,1138,2515,0,2515,0,1631,"1 757,4","1 318,7"
14.12.2015,"2 443,7","2 753,8","2 936,6",7516,"1 761,9",3093,1138,3425,0,3425,0,1597,"1 628,8","1 318,7"
11.12.2015,2 471,"2 730,7","3 020,7",7516,"1 762,2",3928,114,4491,0,4491,0,1592,"1 578,4","1 318,7"
10.12.2015,"2 447,2","2 457,2","2 887,7",7517,"1 762,2",1593,2145,5632,0,5632,0,1327,1 300,1 290
09.12.2015,"2 460,3","2 741,3","3 021,9",551,"1 733,2",5249,2127,4392,0,4392,0,1586,1 571,1 290
08.12.2015,"2 534,4",2 433,"2 727,1",5511,"1 733,2",3288,1139,4526,0,4526,0,1586,"1 188,6",1 290
07.12.2015,"2 561,4",2 381,"2 672,7",5511,"1 733,2",2745,1139,4503,0,4503,0,1585,"1 109,6",1 290
04.12.2015,"2 595,2","2 615,3","2 892,3",5511,"1 936,7",2826,1219,4339,0,4339,0,1568,"1 310,1",1 290
03.12.2015,"2 637,1","2 544,7","2 823,3",5512,1 937,2212,1139,4349,0,4349,0,1563,"1 197,6",1 290
02.12.2015,"2 649,1","2 854,1","3 138,8",9516,"1 967,9",1044,1149,4408,0,4408,0,1562,1 495,1 290
01.12.2015,"2 769,6","2 863,2",3 125,9518,"1 967,9",90,1153,4176,0,4176,0,1558,"1 383,6",1 290
30.11.2015,"2 768,5","2 891,6","3 111,8",9519,"1 967,9",769,1151,3743,0,3743,0,1541,"1 413,1",1 290
27.11.2015,"2 737,3","2 869,3",3 106,9519,"1 967,9",709,1153,3908,0,3908,0,1541,1 422,1 290
26.11.2015,"2 740,3","2 827,1",3 067,9523,"1 967,9",314,1154,3907,0,3907,0,1508,"1 376,8",1 290
25.11.2015,"2 319,6","2 862,8","3 139,5",9784,"1 967,9",764,1167,4271,0,4271,0,1504,"1 833,2",1 290
24.11.2015,"2 409,8","2 853,6","3 134,1",9785,"1 967,9",696,1182,4309,0,4309,0,1504,"1 733,8",1 290
23.11.2015,"2 533,3","2 889,1","3 166,8",9785,"1 967,9",962,1242,4283,0,4283,0,1506,"1 645,8",1 290
20.11.2015,"2 616,4","2 948,4","3 249,9",9785,"1 967,9",1862,1173,4344,0,4344,0,133,1 622,1 290
19.11.2015,"2 671,6","2 929,8","3 217,4",9821,"1 971,2",1461,1179,4203,0,4203,0,1327,"1 548,2",1 290
18.11.2015,"2 585,4","2 633,8","2 954,5",7714,"1 971,2",924,1195,4533,0,4533,0,1325,"1 338,4",1 290
17.11.2015,"2 707,7","2 719,7","2 931,2",7715,"1 971,2",706,1179,3438,0,3438,0,1323,1 302,1 290
16.11.2015,"2 634,1","2 673,9",2 882,7716,"1 971,2",216,1177,3365,0,3365,0,1284,"1 329,8",1 290
13.11.2015,"2 584,1",2 702,"2 878,7",7718,"1 971,2",17,1187,3042,0,3042,0,1275,"1 407,9",1 290
12.11.2015,"2 567,4","2 772,8","2 881,2",7719,"1 971,2",18,1201,2338,0,2338,0,1254,"1 495,4",1 290
11.11.2015,"2 562,8","2 936,9","3 022,9",5712,"2 195,5",1366,1195,2089,0,2089,0,123,"1 664,1",1 290
10.11.2015,"2 707,3","2 714,4","3 012,9",5712,"2 195,5",1267,1195,4208,0,4208,0,1222,"1 327,7","1 320,6"
09.11.2015,"2 789,1","2 937,8","3 031,4",5713,"2 195,5",1451,1195,2157,0,2157,0,1222,"1 469,3","1 320,6"
06.11.2015,"2 849,8","2 978,2","3 075,6",5713,"2 195,6",1891,1196,2198,0,2198,0,1223,1 449,"1 320,6"
05.11.2015,"2 929,8","3 368,9",3 455,"1 088,5","2 216,4",329,1171,2062,0,2062,0,1201,"1 759,7","1 320,6"
03.11.2015,3 220,"3 376,4","3 462,5","1 092,1","2 216,4",347,1192,2062,0,2062,0,1201,1 477,"1 320,6"
02.11.2015,"3 272,4","3 372,7","3 505,2","1 092,3","2 216,7",773,1188,2525,0,2525,0,1199,"1 420,9","1 320,6"
30.10.2015,"3 253,4","3 375,3","3 465,5","1 092,7","2 216,7",362,120,2068,0,2068,0,1165,"1 442,5","1 320,6"
29.10.2015,"3 338,9","3 389,1","3 466,9",1 093,"2 216,8",396,1175,1926,0,1926,0,1148,"1 370,8","1 320,6"
28.10.2015,"3 262,4","3 441,5","3 528,2","1 159,8","2 217,3",319,1192,1997,0,1997,0,113,"1 499,7","1 320,6"
27.10.2015,"3 564,9","3 455,8","3 535,2","1 160,2","2 217,3",357,122,1918,0,1918,0,1125,"1 211,5","1 320,6"
26.10.2015,"3 189,1",3 425,"3 527,2","1 161,2","2 217,3",25,1236,2141,0,2141,0,1119,"1 556,5","1 320,6"
23.10.2015,"3 144,7","3 500,7","3 592,8","1 161,8","2 217,3",899,1238,2036,0,2036,0,1115,"1 676,6","1 320,6"
22.10.2015,"3 140,5","3 529,9","3 653,6","1 162,8","2 217,3",147,1264,2341,0,2341,0,1104,1 710,"1 320,6"
21.10.2015,"3 045,7","3 361,4","3 474,2","1 027,2","2 217,6",1053,1241,2238,0,2238,0,1109,"1 636,3","1 320,6"
20.10.2015,"3 079,3","3 313,9","3 430,7","1 027,8","2 217,6",607,1246,2271,0,2271,0,1104,"1 555,2","1 320,6"
19.10.2015,"3 131,2",3 338,"3 447,8","1 031,4","2 217,6",761,1226,2204,0,2204,0,1106,"1 527,4","1 320,6"
16.10.2015,3 247,"3 351,9","3 464,5","1 032,4","2 217,7",92,1224,2232,0,2232,0,1106,"1 425,5","1 320,6"
15.10.2015,"3 147,9","3 292,3","3 407,5","1 032,5",2 218,346,1224,2259,0,2259,0,1107,1 465,"1 320,6"
14.10.2015,"3 167,3","3 226,2",3 354,7279,"2 395,1",1034,1276,2384,0,2384,0,1106,"1 379,5","1 320,6"
13.10.2015,"3 205,3","3 240,8","3 387,2",728,"2 395,1",1438,1203,257,0,257,0,1106,"1 356,1","1 320,6"
